genome	coverage	breadth	nucl_diversity	length	true_scaffolds	detected_scaffolds	coverage_median	coverage_std	coverage_SEM	breadth_minCov	breadth_expected	nucl_diversity_rarefied	conANI_reference	popANI_reference	iRep	iRep_GC_corrected	linked_SNV_count	SNV_distance_mean	r2_mean	d_prime_mean	consensus_divergent_sites	population_divergent_sites	SNS_count	SNV_count	filtered_read_pair_count	reads_unfiltered_pairs	reads_mean_PID	reads_unfiltered_reads	divergent_site_count
GCA_001435375.1_ASM143537v1_genomic.fna	0.629729850643074	0.0587680256605962	0.0032751419749255	1475258.0	31.0	22.0	0	10.073739687664755	0.0083113467357433	0.015535587673478	0.4265310345171529	0.0011811242556348	0.9781404075221432	0.9797984205244556		False	95.0	121.72631578947367	0.2415668589006348	0.9849429504893902	501.0	463.0	459.0	125.0	4019	7284	0.9485614208969498	15730	584.0
GCA_002299975.1_ASM229997v1_genomic.fna	0.0204301572035161	0.00939777151521	0.00109442002933	1190495.0	150.0	26.0	0	0.3660670747737191	0.0003398123973245	0.0010407435562518	0.0178780851685312	0.0	0.9983857949959644	0.9983857949959644		False					2.0	2.0	2.0	0.0	104	240	0.9325311660063608	612	2.0
GCA_002418005.1_ASM241800v1_genomic.fna	0.0001156477819392	0.0001156477819392		2040679.0	99.0	1.0	0	0.010805888597295	7.601344889707267e-06	0.0	0.0001021117776898		0.0	0.0		False					0.0	0.0	0.0	0.0	1	1	0.9875	6	0.0
GCA_003666485.1_ASM366648v1_genomic.fna	0.0005308236096392	0.0004184594878907		3097074.0	5.0	3.0	0	0.0274866137027755	1.562124496631179e-05	0.0	0.0004686074165429		0.0	0.0		False					0.0	0.0	0.0	0.0	7	8	0.97481884057971	21	0.0
GCA_900112995.1_IMG-taxon_2597490368_annotated_assembly_genomic.fna	0.3294063153859668	0.0101845492572065	0.0211448972641072	2817405.0	50.0	7.0	0	4.878743300359958	0.0029117595645927	0.008141179560624	0.2523839810667878	0.0235696603492091	0.9800758599642498	0.9912804638793216		False	8773.0	113.66738857859342	0.2134366686280803	0.941798509897174	457.0	200.0	186.0	1233.0	4021	6492	0.9429623462872188	15878	1419.0
GCA_900557215.1_UMGS2022_genomic.fna	0.0122584239025883	0.0118962584038287		1195586.0	44.0	23.0	0	0.1134632891474566	0.0001041524150683	0.0	0.0107658175748376		0.0	0.0		False					0.0	0.0	0.0	0.0	63	67	0.986905487599858	140	0.0
GCF_000014425.1_ASM1442v1_genomic.fna	0.0024113684832872	0.0020640216220781		1894360.0	1.0	1.0	0	0.0556828002324332	4.045878639119954e-05	0.0	0.0021269731507391		0.0	0.0		False					0.0	0.0	0.0	0.0	20	26	0.973251074447806	75	0.0
GCF_000016825.1_ASM1682v1_genomic.fna	0.0242451308199866	0.0200033206342411	0.0051282052046213	1999618.0	1.0	1.0	0	0.187515224043229	0.0001326126161942	7.80149008460616e-05	0.0211809162486622	0.0	1.0	1.0		False					0.0	0.0	0.0	1.0	208	225	0.9851520220539988	484	1.0
GCF_000092505.1_ASM9250v1_genomic.fna	0.0001127611884553	0.0001127611884553		2101787.0	6.0	1.0	0	0.0106213405837901	7.328398916104972e-06	0.0	9.9563172664352e-05		0.0	0.0		False					0.0	0.0	0.0	0.0	1	1	0.9958333333333332	25	0.0
GCF_000146325.1_ASM14632v1_genomic.fna	0.000119413617373	0.000119413617373		1942827.0	4.0	1.0	0	0.0109292514538668	7.842651159965731e-06	0.0	0.0001054366653044		0.0	0.0		False					0.0	0.0	0.0	0.0	1	3	0.947204641350211	14	0.0
GCF_000159215.1_ASM15921v1_genomic.fna	0.0123181244827946	0.0025275775908473	0.0010755360263769	1867005.0	74.0	3.0	0	0.3194821674230037	0.0002347481688365	0.0011628249522631	0.0108179642860092	0.0	0.9857208659603868	0.9857208659603868		False					31.0	31.0	31.0	0.0	99	120	0.960323732830878	272	31.0
GCF_000159315.1_ASM15931v1_genomic.fna	0.0005262695610022	0.0002517420735241	0.0	2721039.0	113.0	2.0	0	0.0396643154276113	2.4145919094122464e-05	2.1682893923975336e-05	0.000464588067891	0.0	1.0	1.0		False					0.0	0.0	0.0	0.0	6	7	0.9745833333333334	15	0.0
GCF_000159355.1_ASM15935v1_genomic.fna	0.0197955741620747	0.0131047532180585	0.0	1780499.0	32.0	7.0	0	0.2367126420519147	0.0001777185043589	0.0006222974570611	0.0173276118816053	0.0	1.0	1.0		False					0.0	0.0	0.0	0.0	154	158	0.9913379348394096	336	0.0
GCF_000159435.1_ASM15943v1_genomic.fna	0.1735505493966969	0.1373438475453462	0.0032475740666602	1877332.0	112.0	14.0	0	0.5266042689066887	0.0003866522090222	0.0011708104906324	0.14208061013768	0.0	0.9963603275705184	0.9981801637852592		False					8.0	4.0	4.0	9.0	1403	1489	0.9873918124010708	3122	13.0
GCF_000160575.1_ASM16057v1_genomic.fna	0.0001201884838222	0.0001201884838222		1980223.0	13.0	1.0	0	0.0109695949560559	7.800437285147952e-06	0.0	0.0001061208000046		0.0	0.0		False					0.0	0.0	0.0	0.0	1	1	1.0	3	0.0
GCF_000160835.1_ASM16083v1_genomic.fna	0.0105979601336751	0.0052351473970165	0.00144323845089	2302896.0	20.0	5.0	0	0.2323757362747683	0.0001532608433335	0.0003925492076064	0.009314348991676	0.0	0.991150442477876	0.991150442477876		False					8.0	8.0	8.0	0.0	105	153	0.9614878080397438	345	8.0
GCF_000160855.1_ASM16085v1_genomic.fna	0.0007388960210473	0.0004602634290516		2020582.0	49.0	2.0	0	0.038470342116301	2.7129616960015917e-05	0.0	0.0006522323905058		0.0	0.0		False					0.0	0.0	0.0	0.0	7	8	0.9776512201453792	18	0.0
GCF_000160875.1_ASM16087v1_genomic.fna	0.0001854969557366	0.0001854969557366		1277649.0	12.0	1.0	0	0.0136312699166958	1.2070881651709892e-05	0.0	0.0001637803984414		0.0	0.0		False					0.0	0.0	0.0	0.0	1	5	0.9130208333333332	24	0.0
GCF_000161935.1_ASM16193v1_genomic.fna	0.0087158113579039	0.0037477641179977	0.0027584050794634	1725829.0	12.0	3.0	0	0.2671758304302984	0.0002035169547775	0.0002995661794998	0.0076665225744567	0.0	0.9980657640232108	0.9980657640232108		False					1.0	1.0	1.0	1.0	65	85	0.9742696121661454	192	2.0
