genome	coverage	breadth	nucl_diversity	length	true_scaffolds	detected_scaffolds	coverage_median	coverage_std	coverage_SEM	breadth_minCov	breadth_expected	nucl_diversity_rarefied	conANI_reference	popANI_reference	iRep	iRep_GC_corrected	linked_SNV_count	SNV_distance_mean	r2_mean	d_prime_mean	consensus_divergent_sites	population_divergent_sites	SNS_count	SNV_count	filtered_read_pair_count	reads_unfiltered_pairs	reads_mean_PID	divergent_site_count	reads_unfiltered_reads
GCA_000615245.1_ASM61524v1_genomic.fna	0.000108694059614	0.000108694059614		2934843.0	63.0	3.0	0	0.0104475262824743	6.111606486664913e-06	0.0	9.597224900825818e-05		0.0	0.0		False					0.0	0.0	0.0	0.0	3	3	0.9934433907036648	0.0	8
GCA_001311745.1_ASM131174v1_genomic.fna	0.0175432846666024	0.0005327774009655	0.0064642298545233	2501983.0	141.0	3.0	0	1.4162549807116795	0.0009004523537454	0.0002649898100826	0.0153713562919142	0.0006250684623869	0.9879336349924586	0.9939668174962292		False	6.0	4.833333333333333	0.5982691772165453	1.0	8.0	4.0	4.0	7.0	220	232	0.9791681157414716	11.0	632
GCA_001311765.1_ASM131176v1_genomic.fna	0.4891444863072694	0.0027848952258445	0.0074779700142937	2025929.0	114.0	11.0	0	19.74590814229128	0.0139515596909466	0.001711313673875	0.3507351663963469	0.0047994793634187	0.9743293914046726	0.9786558984713007		False	181.0	121.42541436464089	0.3543572093154895	0.9379468961053354	89.0	74.0	73.0	58.0	4646	5408	0.960890406191158	131.0	12749
GCA_001435375.1_ASM143537v1_genomic.fna	0.0057671268347637	0.0046290208221205	0.003137255026624	1475258.0	31.0	14.0	0	0.1010030026044488	8.333260556898112e-05	0.0001037106729805	0.0050794288452032	0.0	1.0	1.0		False					0.0	0.0	0.0	1.0	47	79	0.958483583217142	1.0	187
GCA_002299975.1_ASM229997v1_genomic.fna	0.1597175964619759	0.0103612362924665	0.0062685983921215	1190495.0	150.0	19.0	0	2.824387065447386	0.002621819349023	0.0046535264742817	0.1315372963888009	0.0032841589236984	0.9922382671480144	0.994404332129964		False	272.0	80.95220588235294	0.1683051179438044	0.9749598325857308	43.0	31.0	32.0	75.0	969	1066	0.9508832443461422	107.0	2512
GCA_002418005.1_ASM241800v1_genomic.fna	0.0493066278429875	0.0012030309519527	0.0047832890334775	2040679.0	99.0	5.0	0	2.690762123027816	0.0018928023113633	0.0006938866916354	0.0426035905894911	0.0008092517875553	0.963276836158192	0.9682203389830508		False	1.0	86.0			52.0	45.0	45.0	12.0	489	667	0.9814666267102607	57.0	1700
GCA_002418055.1_ASM241805v1_genomic.fna	0.005684115024904	0.0006731309184761	0.000603490035627	1093398.0	56.0	3.0	0	0.3953476677938871	0.0003800371200764	0.0001637098293576	0.0050064990635035	0.0	1.0	1.0		False					0.0	0.0	0.0	0.0	45	46	0.9969997017655282	0.0	105
GCA_003482405.1_ASM348240v1_genomic.fna	3.789030204105264e-05	3.789030204105264e-05		2348886.0	347.0	1.0	0	0.0062483890158723	4.13856414554936e-06	0.0	3.345657701847582e-05		0.0	0.0		False					0.0	0.0	0.0	0.0	1	1	0.9775280898876404	0.0	2
GCA_003666485.1_ASM366648v1_genomic.fna	0.0336737191297333	0.0036347210302369	0.0031337162378567	3097074.0	5.0	4.0	0	2.170650806644619	0.0012336284255886	0.0003209480948792	0.029296190701305	0.0018543049409627	0.9839034205231388	0.9869215291750504		False					16.0	13.0	13.0	5.0	531	587	0.9772483774887828	18.0	1339
GCA_004556255.1_ASM455625v1_genomic.fna	0.3045069316581825	0.0016943301202209	0.0033286761214352	1477280.0	211.0	6.0	0	10.352250818969086	0.0086416541455219	0.001151440485216	0.2357647517496761	0.0008963451500352	0.9917695473251028	0.993533215755438		False					14.0	11.0	11.0	8.0	2126	2169	0.9637709349915752	19.0	4701
