genome	coverage	breadth	nucl_diversity	length	true_scaffolds	detected_scaffolds	coverage_median	coverage_std	coverage_SEM	breadth_minCov	breadth_expected	nucl_diversity_rarefied	conANI_reference	popANI_reference	iRep	iRep_GC_corrected	linked_SNV_count	SNV_distance_mean	r2_mean	d_prime_mean	consensus_divergent_sites	population_divergent_sites	SNS_count	SNV_count	filtered_read_pair_count	reads_unfiltered_pairs	reads_mean_PID	reads_unfiltered_reads	divergent_site_count
GCA_001311745.1_ASM131174v1_genomic.fna	0.0002861730075703	0.0001666677991017		2501983.0	141.0	1.0	0	0.0237536126951871	1.5102503964781296e-05	0.0	0.0002526588420621		0.0	0.0		False					0.0	0.0	0.0	0.0	3	3	1.0	13	0.0
GCA_001311765.1_ASM131176v1_genomic.fna	0.0011713144932522	0.000547403191326	0.0027586206279951	2025929.0	114.0	1.0	0	0.0619925956476151	4.380114565214738e-05	5.7257682771706114e-05	0.001033736023952	0.0	0.9827586206896552	0.9827586206896552		False					2.0	2.0	2.0	0.0	10	15	0.9425925404403438	56	2.0
GCA_001435375.1_ASM143537v1_genomic.fna	0.6496728029944593	0.1549701814868992	0.0009572507208843	1475258.0	31.0	24.0	0	2.348407018351036	0.0019375550303398	0.0491419128044043	0.4365412126246505	7.178841402058372e-05	0.9737644316316536	0.9740816861387368		False	7.0	82.57142857142857	0.1968518866267694	1.0	1902.0	1879.0	1878.0	78.0	4068	12813	0.9464607994723157	27253	1956.0
GCA_002299975.1_ASM229997v1_genomic.fna	0.0192121764476121	0.0091499754303881	0.0029071509933319	1190495.0	150.0	18.0	0	0.2608284320470651	0.0002421215697672	0.0010516633837185	0.0168212674408846	0.0	0.994408945686901	0.9960063897763578		False					7.0	5.0	5.0	2.0	97	181	0.9308879423930853	465	7.0
GCA_002418005.1_ASM241800v1_genomic.fna	0.0005801990415935	0.0002636377401835		2040679.0	99.0	1.0	0	0.0381577102659675	2.684183844036189e-05	0.0	0.0005121845424195		0.0	0.0		False					0.0	0.0	0.0	0.0	5	6	0.981238229755179	22	0.0
GCA_003666485.1_ASM366648v1_genomic.fna	0.000463663444916	0.000463663444916		3097074.0	5.0	3.0	0	0.0215313278908549	1.2236725522833764e-05	0.0	0.0004093310230492		0.0	0.0		False					0.0	0.0	0.0	0.0	6	8	0.9715277777777775	20	0.0
GCA_009809575.1_ASM980957v1_genomic.fna	0.0003648592348713	0.000296860434492		1970623.0	6.0	2.0	0	0.0223836710781755	1.5950045373605763e-05	0.0	0.0003221188129828		0.0	0.0		False					0.0	0.0	0.0	0.0	3	6	0.9375	17	0.0
GCA_014651235.1_ASM1465123v1_genomic.fna	0.0004354468272725	0.000280190019777		1648881.0	58.0	1.0	0	0.0279132327108678	2.1814670516263404e-05	0.0	0.0003844256380034		0.0	0.0		False					0.0	0.0	0.0	0.0	3	3	1.0	8	0.0
GCA_900112995.1_IMG-taxon_2597490368_annotated_assembly_genomic.fna	0.4648593297733198	0.0102136540539964	0.0228116509541507	2817405.0	50.0	9.0	0	6.874416415628624	0.0041028286419011	0.0069443335267737	0.3366621150289453	0.0171791041365314	0.9784308714541272	0.9896754408382316		False	11429.0	127.33196255140432	0.2392738053121194	0.9317749285344544	422.0	202.0	189.0	1100.0	5595	8164	0.937490590123358	19113	1289.0
GCA_900557215.1_UMGS2022_genomic.fna	0.0901817184209249	0.0509457287054214	0.0024745168464854	1195586.0	44.0	33.0	0	0.5146871248090281	0.0004724515520064	0.0035723068018528	0.0765424597279728	0.0	0.9955513931163662	0.9962538047295716		False					19.0	16.0	16.0	9.0	455	529	0.9803069867324264	1165	25.0
GCF_000014425.1_ASM1442v1_genomic.fna	0.0123645980700606	0.0083600793935682	0.0	1894360.0	1.0	1.0	0	0.1534908544904681	0.0001115255279711	1.6364365801642772e-05	0.0108585557027978	0.0	1.0	1.0		False					0.0	0.0	0.0	0.0	100	132	0.9737198609544756	346	0.0
GCF_000014445.1_ASM1444v1_genomic.fna	0.0002259410154241	0.0002259410154241		2075763.0	2.0	1.0	0	0.0150310842482509	1.043382092647429e-05	0.0	0.0001994860166375		0.0	0.0		False					0.0	0.0	0.0	0.0	2	2	1.0	11	0.0
