genome	coverage	breadth	nucl_diversity	length	true_scaffolds	detected_scaffolds	coverage_median	coverage_std	coverage_SEM	breadth_minCov	breadth_expected	nucl_diversity_rarefied	conANI_reference	popANI_reference	iRep	iRep_GC_corrected	linked_SNV_count	SNV_distance_mean	r2_mean	d_prime_mean	consensus_divergent_sites	population_divergent_sites	SNS_count	SNV_count	filtered_read_pair_count	reads_unfiltered_pairs	reads_mean_PID	reads_unfiltered_reads	divergent_site_count
GCA_000615245.1_ASM61524v1_genomic.fna	4.122878123292866e-05	4.122878123292866e-05		2934843.0	63.0	2.0	0	0.0064346589025772	3.7641545017634095e-06	0.0	3.640435117424623e-05		0.0	0.0		False					0.0	0.0	0.0	0.0	2	3	0.9726027397260274	12	0.0
GCA_001311425.1_ASM131142v1_genomic.fna	0.0012005631648081	0.0006074258138027		3009421.0	108.0	2.0	0	0.053308249431687	3.084020144235725e-05	0.0	0.0010595355699145		0.0	0.0		False					0.0	0.0	0.0	0.0	19	20	0.9774698714240738	50	0.0
GCA_001311745.1_ASM131174v1_genomic.fna	0.0314026913851932	0.001539578806091	0.001385800725785	2501983.0	141.0	9.0	0	2.2247540165767696	0.0014144945776109	0.0004820176635892	0.0273476683166756	0.0011947571668447	0.9933665008291874	0.9933665008291874		False	6.0	5.333333333333333	0.9452607398484444	1.0	8.0	8.0	8.0	4.0	444	458	0.9747763317757724	1075	12.0
GCA_001311765.1_ASM131176v1_genomic.fna	0.8641102427577669	0.0033476000392906	0.0057828171121398	2025929.0	114.0	13.0	0	34.85102283916733	0.0246241460219194	0.0022142928009816	0.5337388268054523	0.0047324840437907	0.978377173428444	0.983058403923317		False	250.0	110.424	0.4625432509563605	0.9408161688503452	97.0	76.0	74.0	70.0	9795	13408	0.958571216368083	34639	144.0
GCA_001435375.1_ASM143537v1_genomic.fna	0.5142015837229827	0.0306149839553487	0.0008450510251567	1475258.0	31.0	23.0	0	6.228714102094674	0.0051390053967459	0.0142761469519229	0.3649426685566471	0.0003998874474428	0.9833816058116898	0.983713973695456		False	19.0	56.89473684210526	0.3433386178441068	1.0	350.0	343.0	343.0	28.0	4211	5906	0.9704762412908432	12906	371.0
GCA_002299975.1_ASM229997v1_genomic.fna	0.0833334033322273	0.0163595815186119	0.0059267737970528	1190495.0	150.0	39.0	0	1.5087564039513746	0.0014005469651219	0.0031255906156682	0.0709413364187628	0.002272352240997	0.9924751410911046	0.9938188658962644		False	263.0	54.82889733840304	0.3390668862808856	0.9624464416306284	28.0	23.0	22.0	43.0	545	860	0.9300263635290628	2302	65.0
GCA_002417825.1_ASM241782v1_genomic.fna	7.450399750673902e-05	7.450399750673902e-05		952969.0	93.0	1.0	0	0.0087167273662008	9.017673035543067e-06	0.0	6.578486587927035e-05		0.0	0.0		False					0.0	0.0	0.0	0.0	1	1	1.0	2	0.0
GCA_002418005.1_ASM241800v1_genomic.fna	0.0166410297748935	0.0028858041857636	0.0052412596133273	2040679.0	99.0	6.0	0	0.5956440408976582	0.0004190026341281	0.0008693184964416	0.0145865988817153	0.0036021709592162	0.9791431792559188	0.9881623449830892		False	6.0	34.333333333333336	1.0	1.0	37.0	21.0	21.0	17.0	181	295	0.968499889900195	864	38.0
GCA_002418055.1_ASM241805v1_genomic.fna	0.0063508438830142	0.0005963061940848	0.0	1093398.0	56.0	3.0	0	0.4652713524650699	0.0004472528846106	0.000161880669253	0.0055921008160586	0.0	1.0	1.0		False					0.0	0.0	0.0	0.0	53	57	0.9751830390136876	136	0.0
GCA_003482405.1_ASM348240v1_genomic.fna	0.0003201517655603	0.0002558659722098		2348886.0	347.0	2.0	0	0.0209637419988681	1.3885145558747012e-05	0.0	0.0002826540548034		0.0	0.0		False					0.0	0.0	0.0	0.0	4	4	0.9741765751631076	8	0.0
GCA_003666485.1_ASM366648v1_genomic.fna	0.026057175256387	0.0044203012262541	0.0030609988090069	3097074.0	5.0	4.0	0	1.4886987580734972	0.000846060130665	0.0003719639892361	0.0227458089980175	0.0009801468808943	0.9852430555555518	0.9878472222222192		False	67.0	55.56716417910448	1.0	1.0	17.0	14.0	14.0	14.0	453	501	0.9818527745296676	1126	28.0
