genome	coverage	breadth	nucl_diversity	length	true_scaffolds	detected_scaffolds	coverage_median	coverage_std	coverage_SEM	breadth_minCov	breadth_expected	nucl_diversity_rarefied	conANI_reference	popANI_reference	iRep	iRep_GC_corrected	linked_SNV_count	SNV_distance_mean	r2_mean	d_prime_mean	consensus_divergent_sites	population_divergent_sites	SNS_count	SNV_count	filtered_read_pair_count	reads_unfiltered_pairs	reads_mean_PID	reads_unfiltered_reads	divergent_site_count
GCA_000615245.1_ASM61524v1_genomic.fna	2.4192094773042344e-05	2.4192094773042344e-05		2934843.0	63.0	1.0	0	0.0049290785018657	2.883418268668724e-06	0.0	2.1361391526864004e-05		0.0	0.0		False					0.0	0.0	0.0	0.0	1	2	0.9551724137931036	4	0.0
GCA_001311425.1_ASM131142v1_genomic.fna	0.0001900697841877	0.0001900697841877		3009421.0	108.0	2.0	0	0.0138349996093347	8.003905201456432e-06	0.0	0.0001678175364994		0.0	0.0		False					0.0	0.0	0.0	0.0	2	3	0.96138902379796	12	0.0
GCA_001311745.1_ASM131174v1_genomic.fna	0.0008065602364204	0.00049041100599	0.0	2501983.0	141.0	4.0	0	0.0449695807991964	2.859157809085709e-05	4.116734606110431e-05	0.0007119391397417	0.0	1.0	1.0		False					0.0	0.0	0.0	0.0	8	123	0.9731131457742042	305	0.0
GCA_001311765.1_ASM131176v1_genomic.fna	0.0010029966499319	0.0004205478079439	0.0	2025929.0	114.0	3.0	0	0.061814168403146	4.367507708473767e-05	8.292491987626412e-05	0.0008852539731873	0.0	0.9821428571428572	0.9821428571428572		False					3.0	3.0	3.0	0.0	10	19	0.9576233925131682	46	3.0
GCA_001435375.1_ASM143537v1_genomic.fna	14.107279540256688	0.2572926227141286	0.0027386830005441	1475258.0	31.0	28.0	0	163.294435732722	0.1347262007429162	0.1678750428738566	0.9999961085465556	0.0025953606787213	0.9620607367388224	0.9643178725586392		False	3339.0	91.58700209643604	0.8064617218409311	0.9782290174459894	9396.0	8837.0	8791.0	1367.0	84312	207135	0.9517426318578592	468076	10158.0
GCA_002299975.1_ASM229997v1_genomic.fna	0.0613291110000462	0.0029659931373084	0.0036984057037939	1190495.0	150.0	5.0	0	2.28521433206294	0.0021213165949399	0.0014330173583257	0.0527134126427549	0.0005779497107835	0.9894490035169988	0.992966002344666		False	39.0	89.66666666666667	0.450283737232008	0.9490701097843954	18.0	12.0	10.0	14.0	329	382	0.9815008410706566	1205	24.0
GCA_002418005.1_ASM241800v1_genomic.fna	9.21261991719422e-05	9.21261991719422e-05		2040679.0	99.0	1.0	0	0.0096446965329665	6.784510504947706e-06	0.0	8.134412525606649e-05		0.0	0.0		False					0.0	0.0	0.0	0.0	1	2	0.9599825872759704	5	0.0
GCA_002418055.1_ASM241805v1_genomic.fna	0.0001408453280507	0.0001408453280507		1093398.0	56.0	1.0	0	0.0119282324565931	1.1466290254606417e-05	0.0	0.0001243586914855		0.0	0.0		False					0.0	0.0	0.0	0.0	1	1	1.0	3	0.0
GCA_003482405.1_ASM348240v1_genomic.fna	0.0002464998301322	0.0002273418122463		2348886.0	347.0	1.0	0	0.0171295854481401	1.1345626526087876e-05	0.0	0.0002176356639289		0.0	0.0		False					0.0	0.0	0.0	0.0	2	2	0.996551724137931	4	0.0
GCA_003666485.1_ASM366648v1_genomic.fna	0.0021071501681909	0.0012534411512285	0.0022241521388925	3097074.0	5.0	3.0	0	0.0704729545855374	4.005132458238319e-05	7.587807072094407e-05	0.0018588837300697	0.0	0.9659574468085104	0.9659574468085104		False					8.0	8.0	8.0	0.0	26	28	0.9667672678566434	66	8.0
GCA_004556255.1_ASM455625v1_genomic.fna	0.0263863316365211	0.0015257771038665	0.0005699548728959	1477280.0	211.0	1.0	0	0.8469357891994148	0.0007069888763045	0.0012665168417632	0.0230298018515543	0.0	0.9615179048637092	0.9615179048637092		False					72.0	72.0	72.0	0.0	152	187	0.9604666525873552	382	72.0
GCA_009809575.1_ASM980957v1_genomic.fna	0.0012112920634743	0.0006901370784771	0.0	1970623.0	6.0	3.0	0	0.053124388530976	3.785511342419142e-05	1.2686343354360525e-05	0.001068999104975	0.0	1.0	1.0		False					0.0	0.0	0.0	0.0	11	19	0.9546996652876618	49	0.0
GCA_014651235.1_ASM1465123v1_genomic.fna	0.0014373384131419	0.0010831588210428		1648881.0	58.0	6.0	0	0.0509400944673661	3.981055825326423e-05	0.0	0.0012683647634099		0.0	0.0		False					0.0	0.0	0.0	0.0	10	15	0.9706192533378822	36	0.0
GCA_900112995.1_IMG-taxon_2597490368_annotated_assembly_genomic.fna	0.0216468700808013	0.0054681524310491	0.0169012660358227	2817405.0	50.0	5.0	0	0.3459762187346332	0.0002064875116401	0.0021115175134565	0.0189326685835899	0.0	0.9761304420911076	0.9855437888720792		False					142.0	86.0	85.0	134.0	246	341	0.9457954307087562	801	219.0
GCA_900540605.1_UMGS258_genomic.fna	0.000115744019555	0.000115744019555		2470970.0	35.0	1.0	0	0.0107730853933012	6.863134065527121e-06	0.0	0.0001021967468237		0.0	0.0		False					0.0	0.0	0.0	0.0	1	1	0.9517241379310344	2	0.0
GCA_900554745.1_UMGS1753_genomic.fna	0.0232460935729218	0.0100967415515374	0.0001423227065712	1301509.0	201.0	5.0	0	0.3136830544357751	0.0002793061400687	0.001180936897094	0.0203170701375691	0.0	1.0	1.0		False					0.0	0.0	0.0	0.0	128	130	0.992402791243832	264	0.0
GCA_900557215.1_UMGS2022_genomic.fna	0.3263838820461263	0.1899403305157471	0.0026008716992922	1195586.0	44.0	38.0	0	0.9194578256496392	0.0008440064959732	0.0089663144265656	0.2503860721442973	0.0	0.978358208955224	0.9805970149253732		False					232.0	208.0	208.0	28.0	1537	1781	0.976291152274568	3757	236.0
GCF_000014425.1_ASM1442v1_genomic.fna	0.0510631558943389	0.0095773770561033	0.0012225263169402	1894360.0	1.0	1.0	0	0.8070589514443459	0.0005864041604461	0.003925336261323	0.0440873750989765	0.0	0.9965034965034965	0.9965034965034965		False					26.0	26.0	25.0	2.0	389	405	0.9920326649062816	934	27.0
GCF_000014445.1_ASM1444v1_genomic.fna	0.0132110457696759	0.0054847301931867	0.0009711446889711	2075763.0	2.0	2.0	0	0.2874169606861142	0.0001995103646218	0.0008459539937843	0.0115975769808273	0.0	0.9937357630979492	0.9937357630979492		False					11.0	11.0	11.0	1.0	113	119	0.990088250492788	323	12.0
GCF_000016825.1_ASM1682v1_genomic.fna	0.1578236443160643	0.0643597927204095	0.0034959117748873	1999618.0	1.0	1.0	0	1.0392399864556197	0.0007349607700427	0.0078429980126204	0.1300836991934528	0.0	0.9966205445386724	0.9974494675763566		False	16.0	27.125	0.6702844520999282	1.0	53.0	40.0	40.0	73.0	1255	1341	0.9860863587379044	2830	113.0
GCF_000092505.1_ASM9250v1_genomic.fna	0.0134190572117916	0.0046041773024573	0.002155719529545	2101787.0	6.0	5.0	0	0.330899955579605	0.0002283108103613	0.0006670514186261	0.0117791042382235	0.0	0.9985734664764622	0.999286733238231		False					2.0	1.0	1.0	1.0	109	121	0.9715473865981558	623	2.0
