genome	coverage	breadth	nucl_diversity	length	true_scaffolds	detected_scaffolds	coverage_median	coverage_std	coverage_SEM	breadth_minCov	breadth_expected	nucl_diversity_rarefied	conANI_reference	popANI_reference	iRep	iRep_GC_corrected	linked_SNV_count	SNV_distance_mean	r2_mean	d_prime_mean	consensus_divergent_sites	population_divergent_sites	SNS_count	SNV_count	filtered_read_pair_count	reads_unfiltered_pairs	reads_mean_PID	reads_unfiltered_reads	divergent_site_count
GCA_001311745.1_ASM131174v1_genomic.fna	0.0001770595563598	0.0001223029892689		2501983.0	141.0	1.0	0	0.0170237310786082	1.0823657412000503e-05	0.0	0.0001563313672439		0.0	0.0		False					0.0	0.0	0.0	0.0	2	3	0.9577586206896552	9	0.0
GCA_001311765.1_ASM131176v1_genomic.fna	0.0011994497339245	0.0004570742607465	0.0	2025929.0	114.0	3.0	0	0.0638738963865967	4.513038710143315e-05	7.650811060012466e-05	0.0010585534516539	0.0	0.967741935483871	0.967741935483871		False					5.0	5.0	5.0	0.0	9	14	0.9632935101486914	34	5.0
GCA_001435375.1_ASM143537v1_genomic.fna	0.1051050053617739	0.0507734918231251	0.0024036360839553	1475258.0	31.0	22.0	0	0.6959475476292891	0.0005741920634816	0.0033011174994475	0.0886312783303855	0.0	0.9833675564681724	0.984394250513347		False	1.0	19.0	0.009230769230769	1.0	81.0	76.0	76.0	18.0	580	1553	0.9498056980184296	3589	94.0
GCA_002299975.1_ASM229997v1_genomic.fna	0.0409997522039151	0.0239497015947147	0.0	1190495.0	150.0	48.0	0	0.2953493370664897	0.0002741666027702	0.0001091982746672	0.0355552975975874	0.0	1.0	1.0		False					0.0	0.0	0.0	0.0	178	649	0.9361849220478452	1907	0.0
GCA_003666485.1_ASM366648v1_genomic.fna	0.0001866277654327	0.0001168845174509		3097074.0	5.0	1.0	0	0.0180605852761384	1.0264226429792397e-05	0.0	0.0001647787393691		0.0	0.0		False					0.0	0.0	0.0	0.0	2	2	0.9775862068965516	4	0.0
GCA_004556255.1_ASM455625v1_genomic.fna	0.0020659590598938	0.0011744557565255		1477280.0	211.0	3.0	0	0.068082194813808	5.683235378831063e-05	0.0	0.0018225789320646		0.0	0.0		False					0.0	0.0	0.0	0.0	11	16	0.9782103326643556	93	0.0
GCA_014651235.1_ASM1465123v1_genomic.fna	0.000171631548911	0.000171631548911		1648881.0	58.0	1.0	0	0.0131460133849433	1.027383512205212e-05	0.0	0.0001515391744676		0.0	0.0		False					0.0	0.0	0.0	0.0	1	1	1.0	2	0.0
GCA_900112995.1_IMG-taxon_2597490368_annotated_assembly_genomic.fna	0.5074297092537282	0.0090650793904319	0.0198802033324911	2817405.0	50.0	7.0	0	8.157447250156041	0.0048685744649755	0.0068385624360004	0.3611339259013498	0.0200927634980794	0.9747236206986036	0.9902942855659936		False	12106.0	98.8368577564844	0.2385056217094927	0.9352655592559292	487.0	187.0	179.0	1091.0	5310	7032	0.947689903972576	16389	1270.0
GCA_900557215.1_UMGS2022_genomic.fna	0.2694820782444759	0.1556910167900928	0.0002442498919482	1195586.0	44.0	38.0	0	0.7614793816443234	0.000698991869696	0.0040365143118102	0.2117600064020492	0.0	0.980936593452134	0.980936593452134		False					92.0	92.0	92.0	0.0	1185	1353	0.9773652468437296	2792	92.0
GCF_000014425.1_ASM1442v1_genomic.fna	0.0187899871196604	0.0069881120800692	0.0008470181668742	1894360.0	1.0	1.0	0	0.2999205345440138	0.0002179204492374	0.0012215207246774	0.0164546767910258	0.0	0.993517718236819	0.993517718236819		False					15.0	15.0	15.0	3.0	132	141	0.9889582387093694	328	18.0
