genome	coverage	breadth	nucl_diversity	length	true_scaffolds	detected_scaffolds	coverage_median	coverage_std	coverage_SEM	breadth_minCov	breadth_expected	nucl_diversity_rarefied	conANI_reference	popANI_reference	iRep	iRep_GC_corrected	linked_SNV_count	SNV_distance_mean	r2_mean	d_prime_mean	consensus_divergent_sites	population_divergent_sites	SNS_count	SNV_count	filtered_read_pair_count	reads_unfiltered_pairs	reads_mean_PID	reads_unfiltered_reads	divergent_site_count
GCA_000615245.1_ASM61524v1_genomic.fna	6.473940854757818e-05	6.473940854757818e-05		2934843.0	63.0	1.0	0	0.0080631458932557	4.716788779637892e-06	0.0	5.71632638658448e-05		0.0	0.0		False					0.0	0.0	0.0	0.0	1	6	0.9284729925594148	20	0.0
GCA_001311425.1_ASM131142v1_genomic.fna	0.0006130747409551	0.0002289476945897	0.0050151791077494	3009421.0	108.0	3.0	0	0.0514494871741033	2.976485938801364e-05	6.080903934677123e-05	0.0005411984954979	0.0	1.0	1.0		False					0.0	0.0	0.0	0.0	10	11	0.9821092448475546	34	0.0
GCA_001311745.1_ASM131174v1_genomic.fna	0.0106467549939388	0.0012434137242339	0.0109163597944428	2501983.0	141.0	10.0	0	0.5784471645354732	0.0003677756603981	0.0004560382704438	0.0093570326170002	0.00195845960784	0.98159509202454	0.9842243645924628		False	6.0	6.333333333333333	0.9999999999999994	1.0	21.0	18.0	17.0	21.0	133	144	0.976452213567326	327	38.0
GCA_001311765.1_ASM131176v1_genomic.fna	0.1612746547386409	0.0025859741382842	0.0080143343657254	2025929.0	114.0	8.0	0	6.250579046057318	0.0044163745741972	0.0016584983975252	0.1327305100734364	0.0062790419884763	0.9744047619047618	0.9782738095238096		False	119.0	66.71428571428571	0.6238919207872334	0.9928581857591704	86.0	73.0	71.0	54.0	1626	2144	0.9573393335778267	5144	125.0
GCA_001435375.1_ASM143537v1_genomic.fna	0.0168268872292168	0.0089611444235516	0.0050155934703794	1475258.0	31.0	14.0	0	0.2392728463093591	0.000197412247267	0.0006534450245313	0.014748303906798	0.0	0.9968879668049792	0.9989626556016598		False					3.0	1.0	1.0	4.0	127	227	0.9476290613556392	529	5.0
GCA_002299975.1_ASM229997v1_genomic.fna	0.2446973737814942	0.0871771826005149	0.004349658206428	1190495.0	150.0	99.0	0	1.6483561469561967	0.0015301344822885	0.0094221311303281	0.1943193098597043	0.0011897923159262	0.9866274404921102	0.9876972452527414		False	212.0	64.51886792452831	0.1244657992752529	0.9927662037037036	150.0	138.0	138.0	66.0	1504	3898	0.9365010737910026	9242	204.0
GCA_002417825.1_ASM241782v1_genomic.fna	8.184946204965743e-05	8.184946204965743e-05		952969.0	93.0	1.0	0	0.0091362918195057	9.451722983223038e-06	0.0	7.227046335411824e-05		0.0	0.0		False					0.0	0.0	0.0	0.0	1	1	0.9871794871794872	2	0.0
GCA_002418005.1_ASM241800v1_genomic.fna	0.0011388366323169	0.0004243685557601	0.0088888889661541	2040679.0	99.0	3.0	0	0.065570526761307	4.6125238477587256e-05	0.0001058471224528	0.0010050873073862	0.0	0.986111111111111	0.986111111111111		False					3.0	3.0	3.0	2.0	12	13	0.9784019472453934	38	5.0
GCA_002418055.1_ASM241805v1_genomic.fna	0.0004344255248317	0.0001884034907691		1093398.0	56.0	2.0	0	0.036815510808755	3.5389764103017204e-05	0.0	0.0003835241742206		0.0	0.0		False					0.0	0.0	0.0	0.0	5	5	0.9899780701754386	11	0.0
GCA_003666485.1_ASM366648v1_genomic.fna	0.0040144342692489	0.0020212626498429	0.0043644697577864	3097074.0	5.0	4.0	0	0.1556839528225571	8.847860237215449e-05	0.0001743581199545	0.0035384702664037	0.0	0.9814814814814814	0.9833333333333332		False					10.0	9.0	9.0	1.0	69	83	0.9787315165886584	202	10.0
