genome	coverage	breadth	nucl_diversity	length	true_scaffolds	detected_scaffolds	coverage_median	coverage_std	coverage_SEM	breadth_minCov	breadth_expected	nucl_diversity_rarefied	conANI_reference	popANI_reference	iRep	iRep_GC_corrected	linked_SNV_count	SNV_distance_mean	r2_mean	d_prime_mean	consensus_divergent_sites	population_divergent_sites	SNS_count	SNV_count	filtered_read_pair_count	reads_unfiltered_pairs	reads_mean_PID	divergent_site_count	reads_unfiltered_reads
GCA_001311425.1_ASM131142v1_genomic.fna	7.875269030155632e-05	7.875269030155632e-05		3009421.0	108.0	1.0	0	0.0089059378496277	5.152315452931985e-06	0.0	6.95362077820505e-05		0.0	0.0		False					0.0	0.0	0.0	0.0	1	2	0.9490649209905831	0.0	10
GCA_001311745.1_ASM131174v1_genomic.fna	0.0008317402636228	0.0006135133612018		2501983.0	141.0	4.0	0	0.0373249939357524	2.3731163597457925e-05	0.0	0.0007341570275355		0.0	0.0		False					0.0	0.0	0.0	0.0	8	181	0.9721149344688164	0.0	480
GCA_001311765.1_ASM131176v1_genomic.fna	0.0019808196634729	0.0006253921040668	0.0009228498040638	2025929.0	114.0	2.0	0	0.0959483055538646	6.779270431795898e-05	0.0001485738147783	0.0017475350422297	0.0	0.9966777408637874	0.9966777408637874		False					1.0	1.0	1.0	0.0	15	37	0.9404377062753276	1.0	90
GCA_001435375.1_ASM143537v1_genomic.fna	13.030861720458388	0.2446243301171727	0.0017729203777944	1475258.0	31.0	25.0	0	74.69169138324574	0.0616244378565229	0.1787639856892827	0.9999899330310964	0.0015825943428618	0.9594650447628762	0.9609400772780532		False	2905.0	116.75972461273666	0.8556900640906702	0.991637144866117	10690.0	10301.0	10265.0	928.0	71468	187748	0.9493413029857994	11193.0	428455
GCA_002299975.1_ASM229997v1_genomic.fna	0.0311735874573181	0.0031717898857198	0.0064329444700341	1190495.0	150.0	4.0	0	1.216210829689538	0.0011289830366314	0.0010592232642724	0.0271508820438394	0.0	0.986518636003172	0.9944488501189532		False	12.0	2.583333333333333	0.449743466410133	0.9587301587301588	17.0	7.0	5.0	16.0	141	254	0.9545809642502115	21.0	1175
GCA_002418005.1_ASM241800v1_genomic.fna	7.938534183965212e-05	7.938534183965212e-05		2040679.0	99.0	1.0	0	0.0089530280242762	6.29795996941646e-06	0.0	7.009480008912661e-05		0.0	0.0		False					0.0	0.0	0.0	0.0	1	4	0.944941428561852	0.0	9
GCA_003482405.1_ASM348240v1_genomic.fna	0.0006918173125473	0.0004219021272211		2348886.0	347.0	1.0	0	0.0397788454384939	2.63471597342788e-05	0.0	0.000610688141025		0.0	0.0		False					0.0	0.0	0.0	0.0	6	6	0.9925685055062556	0.0	12
GCA_003666485.1_ASM366648v1_genomic.fna	0.0013231843992102	0.000896329890729	0.0014155951538527	3097074.0	5.0	3.0	0	0.0536173662308477	3.047192431186783e-05	5.5859175466908434e-05	0.0011676895438875	0.0	0.9653179190751444	0.9653179190751444		False					6.0	6.0	6.0	0.0	16	18	0.9800019364583372	6.0	37
GCA_004556255.1_ASM455625v1_genomic.fna	0.0492215422939456	0.0014587620491714	0.000836045472891	1477280.0	211.0	1.0	0	1.5663164782760777	0.0013074997432337	0.0013551933282789	0.0425316581783191	0.0002450000494718	0.9595404595404596	0.9595404595404596		False					81.0	81.0	81.0	4.0	265	283	0.9616798835888948	85.0	577
GCA_009809575.1_ASM980957v1_genomic.fna	0.0006728836515152	0.0003075169629096		1970623.0	6.0	1.0	0	0.0450959531189284	3.2134250717891294e-05	0.0	0.0005939797884079		0.0	0.0		False					0.0	0.0	0.0	0.0	5	6	0.962650483628994	0.0	22
