genome	coverage	breadth	nucl_diversity	length	true_scaffolds	detected_scaffolds	coverage_median	coverage_std	coverage_SEM	breadth_minCov	breadth_expected	nucl_diversity_rarefied	conANI_reference	popANI_reference	iRep	iRep_GC_corrected	linked_SNV_count	SNV_distance_mean	r2_mean	d_prime_mean	consensus_divergent_sites	population_divergent_sites	SNS_count	SNV_count	filtered_read_pair_count	reads_unfiltered_pairs	reads_mean_PID	reads_unfiltered_reads	divergent_site_count
GCA_000615245.1_ASM61524v1_genomic.fna	6.16728049847981e-05	6.16728049847981e-05		2934843.0	63.0	2.0	0	0.0078698720886602	4.603727237036201e-06	0.0	5.445560404138128e-05		0.0	0.0		False					0.0	0.0	0.0	0.0	2	13	0.9396859636202242	34	0.0
GCA_001311425.1_ASM131142v1_genomic.fna	0.0004213435076049	0.0002638381270018		3009421.0	108.0	3.0	0	0.0283976721936889	1.6428788044703917e-05	0.0	0.0003719771165663		0.0	0.0		False					0.0	0.0	0.0	0.0	8	30	0.9633793275831184	73	0.0
GCA_001311745.1_ASM131174v1_genomic.fna	0.0086463417217463	0.0011942527187434	0.0031771890780064	2501983.0	141.0	9.0	0	0.38296891661842	0.0002434909441286	0.0005343761328514	0.0076056492961551	0.0	0.994016454749439	0.9955123410620792		False					8.0	6.0	6.0	6.0	126	175	0.966743343961748	406	12.0
GCA_001311765.1_ASM131176v1_genomic.fna	0.1561515729327138	0.0026985151009734	0.003496365641354	2025929.0	114.0	10.0	0	8.194557402854064	0.0057899011746107	0.0012621370245452	0.1287983721928166	0.002202170445294	0.9812280015643332	0.9827923347673054		False	51.0	58.333333333333336	0.6219697647017391	1.0	48.0	44.0	43.0	28.0	1715	1927	0.9555023560989354	4358	71.0
GCA_001435375.1_ASM143537v1_genomic.fna	0.252296886375129	0.0411880498190824	0.0021578596691634	1475258.0	31.0	23.0	0	2.5140869539559176	0.0020742493896008	0.0121558398598753	0.1997076260704652	0.0001804428448066	0.9804271454859756	0.9818769865610883		False	6.0	32.5	0.4277666957386036	1.0	351.0	325.0	325.0	76.0	2062	3257	0.9518709552714648	7313	401.0
GCA_002299975.1_ASM229997v1_genomic.fna	0.1948349216082386	0.0771208614903884	0.0050446125893638	1190495.0	150.0	99.0	0	1.630548065601502	0.0015136036134016	0.0052415171840284	0.1580538618930835	0.0002088905079972	0.9907051282051282	0.9932692307692308		False	3.0	48.0	0.1570254284744962	1.0	58.0	42.0	41.0	62.0	1320	3232	0.9350455988831092	7596	103.0
GCA_002418005.1_ASM241800v1_genomic.fna	0.0031920747947129	0.0008080643746517	0.0	2040679.0	99.0	7.0	0	0.1584072112951178	0.0001114307106934	0.0002072839481368	0.0028146335144348	0.0	0.9692671394799054	0.9692671394799054		False					13.0	13.0	13.0	0.0	39	51	0.975914104297045	156	13.0
GCA_002418055.1_ASM241805v1_genomic.fna	0.0027034986345319	0.000303640577356	0.0006920415908098	1093398.0	56.0	3.0	0	0.2195449464388032	0.0002110426745085	0.0001463328083643	0.0023843422238776	0.0	1.0	1.0		False					0.0	0.0	0.0	0.0	27	27	0.9836547670396136	60	0.0
GCA_003482405.1_ASM348240v1_genomic.fna	5.108804769580124e-05	5.108804769580124e-05		2348886.0	347.0	1.0	0	0.007255389409235	4.805541779614496e-06	0.0	4.510972864102403e-05		0.0	0.0		False					0.0	0.0	0.0	0.0	1	1	0.9833333333333332	2	0.0
GCA_003666485.1_ASM366648v1_genomic.fna	0.0072930126952083	0.0025239952290451	9.133240324890096e-05	3097074.0	5.0	4.0	0	0.2948841277739333	0.0001675891125202	0.0002521735031193	0.006419039585119	0.0	0.9769526248399486	0.9769526248399486		False					18.0	18.0	18.0	0.0	140	154	0.9805884616752052	365	18.0
GCA_004556255.1_ASM455625v1_genomic.fna	2.8514472544135168	0.0020395591898624	0.0031947488769197	1477280.0	211.0	13.0	0	113.88458499584536	0.0950663979505862	0.0011385790100725	0.9193654390642396	0.0019969814805383	0.9916765755053508	0.9928656361474436		False	10.0	2.0	0.0711510812034188	0.5756042087585319	14.0	12.0	12.0	6.0	21408	21738	0.9595059815928446	47003	18.0
GCA_009809575.1_ASM980957v1_genomic.fna	0.0018217589056861	0.0010499217760068	0.001475409894693	1970623.0	6.0	4.0	0	0.0855429899270199	6.0955799697226335e-05	6.190935556927211e-05	0.001607319989118	0.0	1.0	1.0		False					0.0	0.0	0.0	0.0	26	45	0.959787529206982	116	0.0
GCA_014651235.1_ASM1465123v1_genomic.fna	0.0012657068642309	0.0010273634058491		1648881.0	58.0	2.0	0	0.0418702006416567	3.272228053657012e-05	0.0	0.0011169948574208		0.0	0.0		False					0.0	0.0	0.0	0.0	11	20	0.9455650518993995	63	0.0
GCA_900112995.1_IMG-taxon_2597490368_annotated_assembly_genomic.fna	0.1048539347378172	0.0118151277505363	0.0200315824242922	2817405.0	50.0	13.0	0	1.7515994798959709	0.0010453996500587	0.006354783923504	0.0884292097146632	0.0037736695692849	0.9782730116175156	0.9875446827524575		False	723.0	54.933609958506224	0.1315856092760317	0.839793919692188	389.0	223.0	214.0	715.0	1810	3847	0.936000297413038	9127	929.0
GCA_900554745.1_UMGS1753_genomic.fna	0.0010902729062956	0.0004072196196876	0.0	1301509.0	201.0	1.0	0	0.0615387642332066	5.47946548578989e-05	6.146711240567654e-05	0.0009622477187201	0.0	1.0	1.0		False					0.0	0.0	0.0	0.0	11	13	0.9478090210349406	31	0.0
GCA_900557215.1_UMGS2022_genomic.fna	1.8091847846997204	0.6036780290167332	0.0041464485843146	1195586.0	44.0	44.0	1	15.622536303996531	0.0143405404318952	0.0342242214278186	0.7976001666401071	0.0002512715667603	0.984383400948238	0.9876582433159		False	347.0	97.8386167146974	0.6106304591130836	0.9459637297090762	639.0	505.0	502.0	251.0	11250	14050	0.9800949870234738	30282	753.0
GCF_000014425.1_ASM1442v1_genomic.fna	0.1566064528389535	0.0284808589708397	0.0017474059407589	1894360.0	1.0	1.0	0	2.9007142869805467	0.0021076414840661	0.0087422665174518	0.1291482278641255	7.354598107978116e-05	0.9924521466095042	0.9933578890163638		False	1.0	59.0	0.0082644628099175	1.0	125.0	110.0	108.0	33.0	1769	3280	0.957878569417334	8105	141.0
GCF_000014445.1_ASM1444v1_genomic.fna	0.0010280557077083	0.0008685962703833		2075763.0	2.0	1.0	0	0.0366902833009993	2.5468545008573283e-05	0.0	0.0009073612884714		0.0	0.0		False					0.0	0.0	0.0	0.0	15	27	0.9256789446143135	74	0.0
GCF_000016825.1_ASM1682v1_genomic.fna	0.8478884466933184	0.2622355869971164	0.0049717795172009	1999618.0	1.0	1.0	0	5.836250497754091	0.0041274539239209	0.0380947761022355	0.5270121124005307	0.0044167278360462	0.9933180177223498	0.9953790613718412		False	178.0	89.03370786516854	0.2267872088416989	0.989093723266221	509.0	352.0	350.0	539.0	9211	10220	0.9819300421814412	21885	889.0
GCF_000092505.1_ASM9250v1_genomic.fna	0.0007802883926867	0.0007217667632352		2101787.0	6.0	4.0	0	0.0299538766011376	2.0667255238188245e-05	0.0	0.0006887573484312		0.0	0.0		False					0.0	0.0	0.0	0.0	11	28	0.9531859792117324	97	0.0
GCF_000146325.1_ASM14632v1_genomic.fna	0.0059042827796813	0.0045788945696142	0.0094013180688162	1942827.0	4.0	1.0	0	0.1021976893109699	7.333538165936515e-05	5.507438387463217e-05	0.0051999150854313	0.0	0.97196261682243	0.9813084112149532		False					3.0	2.0	2.0	1.0	66	99	0.9438970716086164	260	3.0
GCF_000159215.1_ASM15921v1_genomic.fna	0.0238944191365314	0.0051719197324056	0.0093294753605927	1867005.0	74.0	16.0	0	0.3570887156328046	0.0002623805979004	0.0019983877922126	0.0208777501652015	0.0	0.9857946931117664	0.989547038327526		False					53.0	39.0	39.0	66.0	269	380	0.9638019509628268	1233	105.0
GCF_000159315.1_ASM15931v1_genomic.fna	0.045785084300519	0.0006302739505019	0.0030750973800722	2721039.0	113.0	6.0	0	3.1509431089380944	0.0019181578342743	0.0003072355817024	0.039621911086198	0.0018602564739875	0.998803827751196	1.0		False	11.0	52.09090909090909	0.4425602968460109	1.0	1.0	0.0	0.0	7.0	664	677	0.9779107852854488	1440	7.0
