genome	coverage	breadth	nucl_diversity	length	true_scaffolds	detected_scaffolds	coverage_median	coverage_std	coverage_SEM	breadth_minCov	breadth_expected	nucl_diversity_rarefied	conANI_reference	popANI_reference	iRep	iRep_GC_corrected	linked_SNV_count	SNV_distance_mean	r2_mean	d_prime_mean	consensus_divergent_sites	population_divergent_sites	SNS_count	SNV_count	filtered_read_pair_count	reads_unfiltered_pairs	reads_mean_PID	divergent_site_count	reads_unfiltered_reads
GCA_000615245.1_ASM61524v1_genomic.fna	7.734655652789602e-05	7.734655652789602e-05		2934843.0	63.0	2.0	0	0.0088132866654863	5.155607030534943e-06	0.0	6.829467722646587e-05		0.0	0.0		False					0.0	0.0	0.0	0.0	2	5	0.961046511627907	0.0	14
GCA_001311425.1_ASM131142v1_genomic.fna	0.0005722030915581	0.0003505657732832	0.0	3009421.0	108.0	4.0	0	0.0365205480491915	2.1128081875314164e-05	1.2627013634848678e-05	0.0005051277098661	0.0	1.0	1.0		False					0.0	0.0	0.0	0.0	11	87	0.9600837063850166	0.0	231
GCA_001311745.1_ASM131174v1_genomic.fna	0.0180892516056264	0.0012490092858344	0.0022567147739761	2501983.0	141.0	12.0	0	1.1575228965153936	0.0007359509628398	0.0003820969207224	0.0158459203400541	0.0029619401048299	0.9968619246861924	0.9968619246861924		False	15.0	21.933333333333334	0.6541989373234292	0.9637037037037036	3.0	3.0	3.0	6.0	261	413	0.9697112877116458	9.0	991
GCA_001311765.1_ASM131176v1_genomic.fna	0.1565711335392306	0.0028841089692679	0.0061461870677392	2025929.0	114.0	12.0	0	6.643374136254758	0.0046939057015432	0.0014970909641946	0.1291210682372068	0.0073206246928294	0.9818661391361688	0.9851632047477744		False	277.0	125.86281588447652	0.343366757936573	0.995716635350034	55.0	45.0	43.0	48.0	1731	2224	0.9518470948499994	91.0	5573
GCA_001435375.1_ASM143537v1_genomic.fna	0.115861767907715	0.0274474024204579	0.0018767576574812	1475258.0	31.0	23.0	0	1.413324164902468	0.001166064197479	0.0053665189410936	0.0972466798941973	0.0	0.9876215738284704	0.9891372994821268		False	1.0	12.0	0.0226337448559669	1.0	98.0	86.0	86.0	26.0	1019	1584	0.9572486925295056	112.0	3539
GCA_002299975.1_ASM229997v1_genomic.fna	0.3627029092940331	0.0107064708377607	0.0039816195403064	1190495.0	150.0	14.0	0	9.85192521250126	0.0091453358016182	0.0086417834598213	0.2740445784793055	0.001034119659199	0.994751166407465	0.9966951788491446		False	194.0	54.108247422680414	0.3119297795425792	0.967055143799494	54.0	34.0	30.0	94.0	2403	2534	0.95364269655666	124.0	5765
GCA_002417825.1_ASM241782v1_genomic.fna	8.604687035989514e-05	8.604687035989514e-05		952969.0	93.0	1.0	0	0.0093676069030316	9.691024237443122e-06	0.0	7.59765001673296e-05		0.0	0.0		False					0.0	0.0	0.0	0.0	1	2	0.9417808219178082	0.0	8
GCA_002418005.1_ASM241800v1_genomic.fna	0.0101387822386568	0.0012201821060539	0.0002753262613727	2040679.0	99.0	7.0	0	0.4768918093345175	0.0003354670081214	0.0003484134447406	0.0089125900092825	0.0	0.981715893108298	0.981715893108298		False					13.0	13.0	13.0	0.0	125	150	0.9784914885750096	13.0	425
GCA_002418055.1_ASM241805v1_genomic.fna	0.0017459333197975	0.0004399130051454	0.0	1093398.0	56.0	4.0	0	0.1237081204430864	0.0001189173015376	0.000118895406796	0.0015404713754028	0.0	1.0	1.0		False					0.0	0.0	0.0	0.0	18	18	0.997200535303989	0.0	41
GCA_003666485.1_ASM366648v1_genomic.fna	0.0204996716255407	0.0037254518296946	0.0031492084551716	3097074.0	5.0	4.0	0	0.8965307087631941	0.0005095180502353	0.0004694753822477	0.0179383671741272	0.0009403850324497	0.9814305364511652	0.9821182943603814		False	1.0	13.0	1.0000000000000009	1.0000000000000002	27.0	26.0	26.0	11.0	381	419	0.982916666171156	37.0	959
GCA_004556255.1_ASM455625v1_genomic.fna	0.8242039423805914	0.0023922343766922	0.0029481523195996	1477280.0	211.0	13.0	0	32.952966395579445	0.0275078476786716	0.0011365482508393	0.5170161588774709	0.0017178974449372	0.9892793329362716	0.9898749255509232		False	10.0	2.0	0.1144140298639395	0.5583256133401482	18.0	17.0	17.0	7.0	6356	6509	0.9501403135430032	24.0	14056
GCA_009809575.1_ASM980957v1_genomic.fna	0.0019227421987868	0.0007302259234769	0.0018587071162003	1970623.0	6.0	4.0	0	0.1333466640552939	9.50195048288861e-05	6.596898544265424e-05	0.0016963409460385	0.0	1.0	1.0		False					0.0	0.0	0.0	0.0	29	53	0.9745015834882738	0.0	140
GCA_014651235.1_ASM1465123v1_genomic.fna	0.0005021587367432	0.0003165783340338		1648881.0	58.0	2.0	0	0.0341155302921187	2.6661872543355288e-05	0.0	0.0004433078745589		0.0	0.0		False					0.0	0.0	0.0	0.0	5	10	0.965104979397208	0.0	27
GCA_900112995.1_IMG-taxon_2597490368_annotated_assembly_genomic.fna	0.0864934221384571	0.0110374617777706	0.02233047052636	2817405.0	50.0	13.0	0	1.454316936489198	0.0008679737770706	0.005226440643074	0.0735300723043538	0.0013395385954048	0.978471986417657	0.9887945670628184		False	716.0	42.18575418994413	0.1673370443416225	0.8684448954811159	317.0	165.0	156.0	665.0	1479	3168	0.9367131306943506	821.0	7615
