genome	coverage	breadth	nucl_diversity	length	true_scaffolds	detected_scaffolds	coverage_median	coverage_std	coverage_SEM	breadth_minCov	breadth_expected	nucl_diversity_rarefied	conANI_reference	popANI_reference	iRep	iRep_GC_corrected	linked_SNV_count	SNV_distance_mean	r2_mean	d_prime_mean	consensus_divergent_sites	population_divergent_sites	SNS_count	SNV_count	filtered_read_pair_count	reads_unfiltered_pairs	reads_mean_PID	divergent_site_count	reads_unfiltered_reads
GCA_001311745.1_ASM131174v1_genomic.fna	0.0003800985058651	0.0001830548009319		2501983.0	141.0	1.0	0	0.0293614436557668	1.8667952741048407e-05	0.0	0.0003355706642445		0.0	0.0		False					0.0	0.0	0.0	0.0	4	22	0.9578998632830916	0.0	56
GCA_001311765.1_ASM131176v1_genomic.fna	0.0001184641712518	0.0001184641712518		2025929.0	114.0	1.0	0	0.0109452363251099	7.733405666677483e-06	0.0	0.000104598392422		0.0	0.0		False					0.0	0.0	0.0	0.0	1	6	0.930792420327304	0.0	27
GCA_001435375.1_ASM143537v1_genomic.fna	0.8240877188939155	0.0919967897140703	0.0041150480378649	1475258.0	31.0	24.0	0	10.792739292743152	0.008904557917087	0.0260754390079565	0.5169665899537019	0.00039267872064	0.9758760528231256	0.9783456379328273		False	141.0	133.6595744680851	0.2347549296654432	0.9547931415731234	928.0	833.0	828.0	253.0	5284	10093	0.9490491446314344	1081.0	22138
GCA_002299975.1_ASM229997v1_genomic.fna	0.0040277363617654	0.0021982452677247	0.0	1190495.0	150.0	5.0	0	0.1065647236405968	9.892180069163068e-05	0.0002133566289652	0.0035501743833799	0.0	1.0	1.0		False					0.0	0.0	0.0	0.0	21	29	0.9516380296140704	0.0	82
GCA_002418005.1_ASM241800v1_genomic.fna	0.0001161378149135	0.0001161378149135		2040679.0	99.0	1.0	0	0.010828755548841	7.61743052521166e-06	0.0	0.0001025444325288		0.0	0.0		False					0.0	0.0	0.0	0.0	1	2	0.9333333333333332	0.0	13
GCA_009809575.1_ASM980957v1_genomic.fna	0.0003354269182892	0.0003130989539856		1970623.0	6.0	2.0	0	0.0194987637788995	1.389433243172984e-05	0.0	0.0002961381113001		0.0	0.0		False					0.0	0.0	0.0	0.0	3	4	0.9608701814058956	0.0	20
GCA_900112995.1_IMG-taxon_2597490368_annotated_assembly_genomic.fna	0.8304659784447036	0.0111421680589052	0.0193737988162401	2817405.0	50.0	7.0	0	11.812158406123052	0.0070498001432	0.0096081323061469	0.5196793892389332	0.0204551258723491	0.9778352419652752	0.9902844477281124		False	19307.0	146.8245196042886	0.203447814172327	0.9241451999157704	600.0	263.0	245.0	1463.0	10177	14724	0.935566037165612	1708.0	34943
GCA_900557215.1_UMGS2022_genomic.fna	0.0005445028630311	0.0005445028630311		1195586.0	44.0	2.0	0	0.023414513595344	2.149310280823576e-05	0.0	0.0004806804641678		0.0	0.0		False					0.0	0.0	0.0	0.0	3	4	0.962872383252818	0.0	11
GCF_000014425.1_ASM1442v1_genomic.fna	0.0036075508351105	0.0024430414493549	0.00347826079182	1894360.0	1.0	1.0	0	0.085223419987544	6.192282231516034e-05	4.856521463713338e-05	0.0031803991691407	0.0	0.9891304347826086	0.9891304347826086		False					1.0	1.0	1.0	0.0	30	48	0.9617553086270112	1.0	138
GCF_000016825.1_ASM1682v1_genomic.fna	0.0050319611045709	0.0047544080919455		1999618.0	1.0	1.0	0	0.0748285444926466	5.291948481414928e-05	0.0	0.0044333651496137		0.0	0.0		False					0.0	0.0	0.0	0.0	44	55	0.9797841486468672	0.0	123
GCF_000092505.1_ASM9250v1_genomic.fna	0.0001103822604287	0.0001018181195334		2101787.0	6.0	1.0	0	0.0112947415577728	7.793024914010548e-06	0.0	9.74627861526356e-05		0.0	0.0		False					0.0	0.0	0.0	0.0	1	1	0.9830508474576272	0.0	34
GCF_000146325.1_ASM14632v1_genomic.fna	0.0056680291142752	0.0056067781639846		1942827.0	4.0	1.0	0	0.0758996926370993	5.4464371600745325e-05	0.0	0.0049923662156553		0.0	0.0		False					0.0	0.0	0.0	0.0	47	53	0.979486114182846	0.0	135
GCF_000159215.1_ASM15921v1_genomic.fna	0.012320266951615	0.0024627679090307	0.0087454569800922	1867005.0	74.0	2.0	0	0.3269305789990435	0.0002402210908225	0.0010107096660158	0.010819835618783	0.0	0.9899311075781664	0.99311075781664		False					19.0	13.0	13.0	23.0	99	115	0.9760350424670508	36.0	271
GCF_000159315.1_ASM15931v1_genomic.fna	0.00720643842297	0.000374856810211	0.0037871100845477	2721039.0	113.0	2.0	0	0.5373541865592721	0.0003271179793138	0.0001995561254359	0.0063430823034992	0.0007891156235519	1.0	1.0		False					0.0	0.0	0.0	4.0	84	86	0.9985005027652089	4.0	194
GCF_000159355.1_ASM15935v1_genomic.fna	0.0087570956231932	0.0058500454086185	0.002990654138761	1780499.0	32.0	6.0	0	0.1380211961502966	0.000103623196197	0.0001201910251002	0.0077026964459	0.0	0.9953271028037384	0.9953271028037384		False					1.0	1.0	1.0	0.0	67	68	0.9921049739321413	1.0	153
GCF_000159435.1_ASM15943v1_genomic.fna	0.0388700560156647	0.0162379376689897	0.006939196112481	1877332.0	112.0	9.0	0	0.5011782575514719	0.0003679834969786	0.0024375017311801	0.0337399319910045	0.0	0.9840472027972028	0.9875437062937062		False					73.0	57.0	57.0	57.0	319	390	0.9882421497129732	114.0	830
GCF_000160835.1_ASM16083v1_genomic.fna	0.0446620255539112	0.00744453939735	0.0031730821379505	2302896.0	20.0	4.0	0	0.7395057608621934	0.0004877328346609	0.0031204188117917	0.0386690693420377	0.0	0.9917895908711384	0.9935986640690232		False	2.0	6.0	1.0000000000000002	1.0000000000000002	59.0	46.0	46.0	43.0	441	486	0.9733987905651884	89.0	1053
GCF_000160855.1_ASM16085v1_genomic.fna	0.0109973265128561	0.0024671109610992	0.0012425929892296	2020582.0	49.0	7.0	0	0.3512704617938181	0.0002477189583868	0.0007572075768268	0.0096636432964067	0.0	0.9967320261437908	0.9973856209150328		False					5.0	4.0	4.0	2.0	97	98	0.9930972702769448	6.0	211
GCF_000161935.1_ASM16193v1_genomic.fna	0.0276255642940291	0.0072023358049957	0.0043529697972084	1725829.0	12.0	2.0	0	0.4244300957596498	0.0003233028993147	0.0022093730027714	0.0240982594192245	0.0	0.990034093889326	0.990558615263572		False					38.0	36.0	36.0	19.0	207	261	0.9861183114432412	55.0	573
