genome	coverage	breadth	nucl_diversity	length	true_scaffolds	detected_scaffolds	coverage_median	coverage_std	coverage_SEM	breadth_minCov	breadth_expected	nucl_diversity_rarefied	conANI_reference	popANI_reference	iRep	iRep_GC_corrected	linked_SNV_count	SNV_distance_mean	r2_mean	d_prime_mean	consensus_divergent_sites	population_divergent_sites	SNS_count	SNV_count	filtered_read_pair_count	reads_unfiltered_pairs	reads_mean_PID	reads_unfiltered_reads	divergent_site_count
GCA_001311765.1_ASM131176v1_genomic.fna	0.0162394634757683	0.0071468447314787	0.0079869247430206	2025929.0	114.0	18.0	0	0.2505389830494165	0.0001770194387482	0.0007453370774592	0.0142371260452843	0.0	0.9874172185430464	0.990728476821192		False					19.0	14.0	14.0	19.0	123	180	0.9570991436054592	411	33.0
GCA_001435375.1_ASM143537v1_genomic.fna	0.0009957580301208	0.0006792032308924		1475258.0	31.0	3.0	0	0.0404319448796056	3.335840745481521e-05	0.0	0.0008788679097642		0.0	0.0		False					0.0	0.0	0.0	0.0	6	18	0.9461165551846854	43	0.0
GCA_002299975.1_ASM229997v1_genomic.fna	0.0338069458502555	0.0202470400967664	0.0040737997161016	1190495.0	150.0	41.0	0	0.2973778196241871	0.0002760496006369	0.0007559880553887	0.0294103767987464	0.0	0.98	0.981111111111111		False					18.0	17.0	17.0	7.0	149	656	0.9281137067060944	1690	24.0
GCA_003666485.1_ASM366648v1_genomic.fna	0.0001785556302497	0.000103000444936		3097074.0	5.0	1.0	0	0.0181587603345258	1.0320021467087068e-05	0.0	0.0001576521930972		0.0	0.0		False					0.0	0.0	0.0	0.0	2	2	0.9775862068965516	7	0.0
GCA_004556255.1_ASM455625v1_genomic.fna	0.0439930141882378	0.0233997617242499	0.0024130510621277	1477280.0	211.0	68.0	0	0.379156694757999	0.0003165051813711	0.0013883623957543	0.0381010077865718	0.0	0.9839102876645538	0.985860555826426		False					33.0	29.0	29.0	5.0	240	312	0.965863478873172	696	34.0
GCA_014651235.1_ASM1465123v1_genomic.fna	0.0001528309198783	0.0001528309198783		1648881.0	58.0	1.0	0	0.0124052418287671	9.694909434970675e-06	0.0	0.0001349405969511		0.0	0.0		False					0.0	0.0	0.0	0.0	1	1	1.0	4	0.0
GCA_900112995.1_IMG-taxon_2597490368_annotated_assembly_genomic.fna	0.0357882519552566	0.0052796811250068	0.0135673974192941	2817405.0	50.0	7.0	0	0.6815786426349408	0.0004067836755354	0.0024881051889948	0.0311069323435797	0.0	0.9699001426533522	0.9810271041369472		False	70.0	28.557142857142857	0.71050629490247	0.9800505050505052	211.0	133.0	132.0	190.0	371	1154	0.9473431065346102	3154	322.0
GCA_900557215.1_UMGS2022_genomic.fna	0.0548484174287754	0.0341966199001995	0.0015777359574527	1195586.0	44.0	29.0	0	0.3432057227447288	0.0003150420295211	0.000888267343378	0.0472770704455302	0.0	0.9868173258003766	0.9868173258003766		False					14.0	14.0	14.0	1.0	240	275	0.9747619640485436	596	15.0
GCF_000014425.1_ASM1442v1_genomic.fna	0.0068313308980341	0.0050444477290483		1894360.0	1.0	1.0	0	0.1070403243684743	7.777485329026835e-05	0.0	0.0060139088029445		0.0	0.0		False					0.0	0.0	0.0	0.0	49	64	0.9698590730348646	213	0.0
GCF_000014445.1_ASM1444v1_genomic.fna	0.0003246998814411	0.0002322037727813		2075763.0	2.0	1.0	0	0.0225762012928729	1.5671260808566244e-05	0.0	0.0002866688979296		0.0	0.0		False					0.0	0.0	0.0	0.0	3	5	0.9751342321918623	15	0.0
GCF_000016825.1_ASM1682v1_genomic.fna	0.1349492753115845	0.0670102989671027	0.0060510739547867	1999618.0	1.0	1.0	0	0.7682894105137517	0.0005433418499346	0.0037742208761873	0.1123344236215098	0.0	0.9925798330462434	0.9944348747846826		False	10.0	69.0	0.2052153200692711	0.9398148148148148	56.0	42.0	42.0	77.0	994	1083	0.9812958301212068	2301	119.0
GCF_000092505.1_ASM9250v1_genomic.fna	0.0004034661932917	0.0002259981625159		2101787.0	6.0	1.0	0	0.029057922648939	2.00490745179322e-05	0.0	0.0003561971953871		0.0	0.0		False					0.0	0.0	0.0	0.0	3	3	1.0	11	0.0
