genome	coverage	breadth	nucl_diversity	length	true_scaffolds	detected_scaffolds	coverage_median	coverage_std	coverage_SEM	breadth_minCov	breadth_expected	nucl_diversity_rarefied	conANI_reference	popANI_reference	iRep	iRep_GC_corrected	linked_SNV_count	SNV_distance_mean	r2_mean	d_prime_mean	consensus_divergent_sites	population_divergent_sites	SNS_count	SNV_count	filtered_read_pair_count	reads_unfiltered_pairs	reads_mean_PID	divergent_site_count	reads_unfiltered_reads
GCA_001311425.1_ASM131142v1_genomic.fna	0.0004858077351091	0.0004419454772197		3009421.0	108.0	4.0	0	0.0240299621654261	1.3901954795639078e-05	0.0	0.0004288762363847		0.0	0.0		False					0.0	0.0	0.0	0.0	7	8	0.9733696102561552	0.0	22
GCA_001311745.1_ASM131174v1_genomic.fna	0.031672077707962	0.0009512454720915	0.0056456046738647	2501983.0	141.0	5.0	0	2.220717369322632	0.0014119280845919	0.000405678216039	0.0275790037863916	0.0022430752955891	0.9980295566502464	0.9990147783251232		False	10.0	5.0	0.8391113057086393	1.0	2.0	1.0	1.0	13.0	368	395	0.9702017470572938	14.0	1101
GCA_001311765.1_ASM131176v1_genomic.fna	0.659487573355236	0.0025578388976119	0.0066526744217155	2025929.0	114.0	11.0	0	27.427096897663453	0.0193787379521723	0.0015449702334089	0.4414032967366524	0.0050181147345111	0.9769968051118212	0.98370607028754		False	122.0	113.14754098360656	0.5195472251629458	0.9946374739732392	72.0	51.0	49.0	48.0	6012	7072	0.9693765615594538	97.0	16915
GCA_001435375.1_ASM143537v1_genomic.fna	0.0102097395845336	0.0064531085410144	0.0	1475258.0	31.0	17.0	0	0.1743159714852344	0.0001438195273564	0.0002555485210044	0.0089746849790555	0.0	1.0	1.0		False					0.0	0.0	0.0	0.0	88	140	0.9593245901961904	0.0	343
GCA_002299975.1_ASM229997v1_genomic.fna	0.3471942343310976	0.016588057908685	0.0058743680667901	1190495.0	150.0	35.0	0	6.282127123254712	0.0058315670136955	0.0064922574223327	0.2640348477895637	0.0038105835586	0.9939190063397594	0.9963772803726226		False	375.0	83.992	0.2828741122688888	0.9617861627722256	47.0	28.0	49.0	99.0	1921	2270	0.9377864367176864	148.0	5708
GCA_002418005.1_ASM241800v1_genomic.fna	0.0011442269950344	0.0005120844581631	0.0062745096636753	2040679.0	99.0	5.0	0	0.0545321340279875	3.83603397893846e-05	2.499168169025969e-05	0.0010098422024455	0.0	1.0	1.0		False					0.0	0.0	0.0	0.0	14	17	0.97906744432933	0.0	54
GCA_002418055.1_ASM241805v1_genomic.fna	0.0051307940932761	0.0006630705379011	0.0014889912109155	1093398.0	56.0	2.0	0	0.3388850090816145	0.0003257610791208	0.0001582223490439	0.004520243989959	0.0	1.0	1.0		False					0.0	0.0	0.0	0.0	38	38	0.9865888084440272	0.0	97
GCA_003666485.1_ASM366648v1_genomic.fna	0.0477505542328016	0.0045087718278607	0.001987157413185	3097074.0	5.0	4.0	0	2.5570698705782093	0.001453238848416	0.0012453690160453	0.0412872113249105	0.0005962145232193	0.9950738916256154	0.9968887736582834		False	4.0	38.0	0.2629708657485392	1.0	19.0	12.0	12.0	13.0	731	799	0.9834533228019606	25.0	1951
GCA_004556255.1_ASM455625v1_genomic.fna	2.989158453373768	0.0025492797573919	0.0021516051815452	1477280.0	211.0	17.0	0	119.67736045389606	0.0999019803689928	0.0012157478609336	0.92859782260184	0.0024569354586558	0.9938752783964364	0.9944320712694876		False	10.0	2.0	0.0528919400408825	0.5085970038829208	11.0	10.0	10.0	6.0	19500	19775	0.9781515117448704	16.0	42410
GCA_009809575.1_ASM980957v1_genomic.fna	0.0012823355862587	0.0008834769511976		1970623.0	6.0	4.0	0	0.0481173136926862	3.428719685765332e-05	0.0	0.0011316615102787		0.0	0.0		False					0.0	0.0	0.0	0.0	15	23	0.9731752780935494	0.0	70
GCA_014651235.1_ASM1465123v1_genomic.fna	0.0036291278752074	0.0005888842190552	0.0023886441921873	1648881.0	58.0	2.0	0	0.2054693009881837	0.0001605777857653	0.0002753382445428	0.0031993909199862	0.0	0.9911894273127754	0.9955947136563876		False					4.0	2.0	2.0	2.0	28	28	0.9818700579268458	4.0	72
GCA_900112995.1_IMG-taxon_2597490368_annotated_assembly_genomic.fna	0.5174350155550942	0.0091538135269867	0.0160691289592083	2817405.0	50.0	9.0	0	25.75154013920714	0.0153691819157198	0.0021835696323389	0.3667532476996562	0.0009304263159129	0.9754551365409622	0.9835825747724316		False	68.0	48.05882352941177	0.2191139668230532	0.7899597970664353	151.0	101.0	96.0	152.0	6569	7187	0.9540153960517014	248.0	16433
GCA_900557215.1_UMGS2022_genomic.fna	11.19600012044303	0.9152758563583048	0.0058663145616269	1195586.0	44.0	44.0	10	28.34527581060891	0.0260192433485511	0.8243873715483453	0.9999491213975232	0.0012765796872704	0.9935249273050832	0.9983482578584576		False	3173.0	85.02804916482823	0.5027024856606136	0.9822855864027318	6382.0	1628.0	1613.0	11004.0	59182	65646	0.9876167837772374	12617.0	138364
GCF_000014425.1_ASM1442v1_genomic.fna	1.2569073460165967	0.0435408264532612	0.0022038553172873	1894360.0	1.0	1.0	0	11.813545574949142	0.0085836508750357	0.0292151439008425	0.670391333247148	0.0018882859555138	0.9878758311650766	0.9890141659439144		False	181.0	30.65745856353591	0.6917575511437621	0.9927979078395645	671.0	608.0	591.0	197.0	10927	15442	0.970915417997316	788.0	36388
GCF_000014445.1_ASM1444v1_genomic.fna	0.0011879968955993	0.0002216052603307	0.0006730769230769	2075763.0	2.0	1.0	0	0.0876418824779271	6.083657654571392e-05	0.0001565689339292	0.0010484512493307	0.0	1.0	1.0		False					0.0	0.0	0.0	0.0	11	12	0.9920091324200914	0.0	30
GCF_000016825.1_ASM1682v1_genomic.fna	12.3026067978984	0.7147805230799082	0.0048428294454919	1999618.0	1.0	1.0	4	34.67696459555135	0.0245238914341759	0.4671397236872243	0.9999808498843376	0.0045886143040544	0.99012098263464	0.9938646891503168		False	15467.0	69.64556798344863	0.5021027841003378	0.984567336000807	9228.0	5731.0	5677.0	9497.0	108808	117547	0.9842459518971776	15174.0	250231
GCF_000092505.1_ASM9250v1_genomic.fna	0.0068984154911986	0.001944535768848	0.005860368371168	2101787.0	6.0	4.0	0	0.2869449844959035	0.0001979832297789	0.0003582665607885	0.0060727865167882	0.0	0.9933598937583	0.99734395750332		False					5.0	2.0	1.0	7.0	64	71	0.9643861034518124	8.0	168
GCF_000146325.1_ASM14632v1_genomic.fna	0.0100070670214074	0.0087089586463436	0.0	1942827.0	4.0	3.0	0	0.1155807477543073	8.293884437294325e-05	1.7500271511565362e-05	0.0087973153437509	0.0	1.0	1.0		False					0.0	0.0	0.0	0.0	95	106	0.9851916799662274	0.0	242
GCF_000159215.1_ASM15921v1_genomic.fna	0.1013425245245727	0.0079142798224964	0.002317000539124	1867005.0	74.0	23.0	0	2.163674287793946	0.0015898182396697	0.0039223247929169	0.0855984296571598	0.0002537601169783	0.9830670490236242	0.9840229414174518		False	6.0	22.166666666666668	0.8335697399527188	1.0	124.0	117.0	117.0	24.0	850	1011	0.9688745655983066	141.0	2589
GCF_000159315.1_ASM15931v1_genomic.fna	0.3993566428118082	0.0006508543243959	0.0034288308701488	2721039.0	113.0	5.0	0	29.132439452174363	0.0177345686782469	0.0004108724645254	0.2971641513194961	0.0028876344849022	0.9991055456171736	1.0		False	10.0	5.0	0.8383252141436286	1.0	1.0	0.0	0.0	7.0	4776	4867	0.9903517299648537	7.0	10482
GCF_000159355.1_ASM15935v1_genomic.fna	71.06291550851756	0.8056763862265578	0.0033186402227754	1780499.0	32.0	17.0	41	100.14417511255834	0.0751859844366027	0.7177459801999327	1.0	0.002831696047278	0.9925458509201484	0.9952337579209136		False	21836.0	77.96061549734384	0.6808016521416392	0.9844607687658626	9526.0	6091.0	6033.0	9097.0	564092	582048	0.9711338611131188	15130.0	1223901
GCF_000159435.1_ASM15943v1_genomic.fna	105.01199042044776	0.8721813722879065	0.0024084771835853	1877332.0	112.0	79.0	121	69.90794521442713	0.0513289827700811	0.8468928244977447	1.0	0.001795078246636	0.995104091517763	0.9973149237781772		False	21045.0	72.17719173200285	0.7903133861032684	0.9929215429871598	7784.0	4269.0	4706.0	7979.0	862060	886747	0.9717941685119216	12685.0	1806229
GCF_000160575.1_ASM16057v1_genomic.fna	0.0449580678539739	0.0082076614603506	0.0046836547033476	1980223.0	13.0	8.0	0	1.6516320671074916	0.0011744692861698	0.0013745926595135	0.0389203335490158	0.000954227991132	0.990815576781778	0.99338721528288		False	13.0	55.38461538461539	0.4567170853859397	1.0	25.0	18.0	18.0	21.0	418	462	0.9629309862114932	39.0	1036
GCF_000160835.1_ASM16083v1_genomic.fna	0.8644736887814299	0.0413527141477512	0.0020966462981394	2302896.0	20.0	13.0	0	9.827015727428853	0.0064812993902963	0.0271154233625834	0.533888436656927	0.0016357101753222	0.9775799116007944	0.9786688873230414		False	612.0	62.6781045751634	0.4432352646273723	0.9739306992754144	1400.0	1332.0	1329.0	227.0	9031	11691	0.9618640161338547	1556.0	25818
