genome	coverage	breadth	nucl_diversity	length	true_scaffolds	detected_scaffolds	coverage_median	coverage_std	coverage_SEM	breadth_minCov	breadth_expected	nucl_diversity_rarefied	conANI_reference	popANI_reference	iRep	iRep_GC_corrected	linked_SNV_count	SNV_distance_mean	r2_mean	d_prime_mean	consensus_divergent_sites	population_divergent_sites	SNS_count	SNV_count	filtered_read_pair_count	reads_unfiltered_pairs	reads_mean_PID	divergent_site_count	reads_unfiltered_reads
GCA_000615245.1_ASM61524v1_genomic.fna	3.850291139934909e-05	3.850291139934909e-05		2934843.0	63.0	1.0	0	0.0062183141838178	3.637596908053976e-06	0.0	3.399749283772291e-05		0.0	0.0		False					0.0	0.0	0.0	0.0	1	12	0.9129888364316342	0.0	35
GCA_001311425.1_ASM131142v1_genomic.fna	0.001329159329984	0.0007356896891461	0.0	3009421.0	108.0	6.0	0	0.0638390673135359	3.693255203145672e-05	6.379964783923552e-05	0.0011729592332886	0.0	1.0	1.0		False					0.0	0.0	0.0	0.0	23	27	0.9696585231982752	0.0	70
GCA_001311745.1_ASM131174v1_genomic.fna	0.0451322011380572	0.0014528476012826	0.0026488519941238	2501983.0	141.0	9.0	0	3.0625715718618136	0.0019471774630661	0.0005983254082861	0.0390680975000854	0.0011490299032272	0.9933199732798932	0.9953239812959253		False	3.0	109.33333333333331	0.3750168530977371	0.8165049970605526	10.0	7.0	7.0	8.0	607	620	0.9785687731098628	15.0	1382
GCA_001311765.1_ASM131176v1_genomic.fna	0.8453262676036525	0.0029852971155455	0.004875370853311	2025929.0	114.0	11.0	0	29.342031417713883	0.0207317434998644	0.0021669071324809	0.5259408112461357	0.0042410058122145	0.9769931662870158	0.9799544419134396		False	166.0	117.77710843373494	0.2876527083578766	0.8536898813111862	101.0	88.0	86.0	57.0	8964	11148	0.948844778712443	143.0	27337
GCA_001435375.1_ASM143537v1_genomic.fna	0.0058857501535324	0.0031350448531714	0.0	1475258.0	31.0	14.0	0	0.193615044022193	0.0001597422421084	0.0002270789244999	0.0051836357363587	0.0	1.0	1.0		False					0.0	0.0	0.0	0.0	67	120	0.953250269926252	0.0	328
GCA_002299975.1_ASM229997v1_genomic.fna	0.0877030142923741	0.0065720561615126	0.0042968517906029	1190495.0	150.0	10.0	0	2.262020964638037	0.0020997866778023	0.0023511228522589	0.074519078663388	0.0029784676335205	0.9935691318327974	0.9957127545551984		False	58.0	80.93103448275862	0.4024467985453759	1.0	18.0	12.0	12.0	24.0	564	609	0.9764298709478348	36.0	1547
GCA_002418005.1_ASM241800v1_genomic.fna	0.0181728728526142	0.0007923833194735	0.0	2040679.0	99.0	4.0	0	1.0583849797750964	0.0007445152876525	0.0005204150187266	0.0159185851943024	0.0	0.9613935969868174	0.9613935969868174		False					41.0	41.0	41.0	0.0	191	336	0.959136011544169	41.0	794
GCA_002418055.1_ASM241805v1_genomic.fna	0.0063124315208185	0.0002890072965196	0.0004640868154622	1093398.0	56.0	3.0	0	0.5197490624753669	0.0004996208475638	0.000161880669253	0.0055583718017538	0.0007840001583099	1.0	1.0		False					0.0	0.0	0.0	0.0	56	56	0.9878504162713988	0.0	127
GCA_003482405.1_ASM348240v1_genomic.fna	0.0005772949389625	0.0003976353045656		2348886.0	347.0	2.0	0	0.0335202824208459	2.2201856930355505e-05	0.0	0.0005096215299165		0.0	0.0		False					0.0	0.0	0.0	0.0	7	8	0.9708470338279128	0.0	16
GCA_003666485.1_ASM366648v1_genomic.fna	0.0197747938861001	0.0015915021726958	0.001737109010725	3097074.0	5.0	4.0	0	1.300414039323418	0.000739053798535	0.0003868167179731	0.0173095806765609	0.0007705662167524	0.9782971619365608	0.9808013355592654		False					26.0	23.0	23.0	4.0	327	376	0.972616929242876	27.0	874
