genome	coverage	breadth	nucl_diversity	length	true_scaffolds	detected_scaffolds	coverage_median	coverage_std	coverage_SEM	breadth_minCov	breadth_expected	nucl_diversity_rarefied	conANI_reference	popANI_reference	iRep	iRep_GC_corrected	linked_SNV_count	SNV_distance_mean	r2_mean	d_prime_mean	consensus_divergent_sites	population_divergent_sites	SNS_count	SNV_count	filtered_read_pair_count	reads_unfiltered_pairs	reads_mean_PID	reads_unfiltered_reads	divergent_site_count
GCA_001311745.1_ASM131174v1_genomic.fna	0.0004036798011817	0.0002194259513354		2501983.0	141.0	2.0	0	0.030489070329318	1.9384895739430785e-05	0.0	0.0003563857439519		0.0	0.0		False					0.0	0.0	0.0	0.0	4	6	0.962444152779435	35	0.0
GCA_001311765.1_ASM131176v1_genomic.fna	0.2063172006521452	0.0185751820522831	0.0073675588126142	2025929.0	114.0	29.0	0	2.76630770046387	0.0019545470751931	0.0096938244133925	0.166547100908146	0.0030092129090949	0.9785630632924284	0.9824838331890624		False	591.0	81.09813874788495	0.4301181855795469	0.9872370477369724	421.0	344.0	332.0	298.0	1605	2676	0.9601394237992956	6213	630.0
GCA_001435375.1_ASM143537v1_genomic.fna	0.0037566310435191	0.0017135985705551	0.0056140349622357	1475258.0	31.0	4.0	0	0.0996813048844251	8.224213784085337e-05	3.863730954178854e-05	0.0033116096960158	0.0	1.0	1.0		False					0.0	0.0	0.0	0.0	21	142	0.9322107046351836	1607	0.0
GCA_002299975.1_ASM229997v1_genomic.fna	0.441471824745169	0.0977274159068286	0.0037628266045547	1190495.0	150.0	86.0	0	2.2582441580156254	0.0020962807473293	0.0305074779818478	0.3228209878139332	0.0006873456583935	0.9779178942151492	0.9798177262589828		False	49.0	101.6122448979592	0.1798407750302495	1.0	802.0	733.0	739.0	216.0	1997	6925	0.9263604382817084	17744	955.0
GCA_003666485.1_ASM366648v1_genomic.fna	0.0005937862640673	0.0002841391584443		3097074.0	5.0	3.0	0	0.0395704969124123	2.2488780625787263e-05	0.0	0.0005241758429878		0.0	0.0		False					0.0	0.0	0.0	0.0	7	20	0.9470130354372986	76	0.0
GCA_004556255.1_ASM455625v1_genomic.fna	0.6132737192678436	0.0893818368894183	0.005534634496659	1477280.0	211.0	123.0	0	6.93621751507632	0.0057900831318314	0.0226402577710386	0.4181372559987207	0.0013035812285922	0.9770974107516592	0.9805656879746456		False	499.0	86.74949899799599	0.2774515089804136	0.972315341627196	766.0	650.0	645.0	374.0	3481	4572	0.9626900740964832	10251	1019.0
GCA_009809575.1_ASM980957v1_genomic.fna	0.00038414247677	0.0003161436763906		1970623.0	6.0	1.0	0	0.0228102885037803	1.6254042303859187e-05	0.0	0.0003391402859156		0.0	0.0		False					0.0	0.0	0.0	0.0	3	12	0.9444187110424888	198	0.0
GCA_014651235.1_ASM1465123v1_genomic.fna	0.0040015016244349	0.0004245303329955	0.0013443591069927	1648881.0	58.0	1.0	0	0.2237206166467202	0.0001748415022507	0.0003499342887691	0.0035270910837116	0.0	1.0	1.0		False					0.0	0.0	0.0	0.0	25	26	0.9520311750923308	72	0.0
GCA_900112995.1_IMG-taxon_2597490368_annotated_assembly_genomic.fna	0.003769071184299	0.0006087161767654	0.0202883933975135	2817405.0	50.0	2.0	0	0.2080475212354488	0.0001241681151378	0.0002878535389835	0.0033225579033386	0.0	0.9617755856966708	0.9765721331689272		False					31.0	19.0	18.0	35.0	44	514	0.907269117627167	5406	53.0
GCA_900557215.1_UMGS2022_genomic.fna	0.4671324354751561	0.208292000742732	0.0045419127514304	1195586.0	44.0	42.0	0	1.242675817718824	0.0011407010014869	0.0196740343229177	0.3379921999254331	0.0	0.9898392993793044	0.9920499957486608		False					239.0	187.0	186.0	160.0	2146	2469	0.9746292712124028	5413	346.0
