genome	coverage	breadth	nucl_diversity	length	true_scaffolds	detected_scaffolds	coverage_median	coverage_std	coverage_SEM	breadth_minCov	breadth_expected	nucl_diversity_rarefied	conANI_reference	popANI_reference	iRep	iRep_GC_corrected	linked_SNV_count	SNV_distance_mean	r2_mean	d_prime_mean	consensus_divergent_sites	population_divergent_sites	SNS_count	SNV_count	filtered_read_pair_count	reads_unfiltered_pairs	reads_mean_PID	divergent_site_count	reads_unfiltered_reads
GCA_001311765.1_ASM131176v1_genomic.fna	5.0840873495566725e-05	5.0840873495566725e-05		2025929.0	114.0	1.0	0	0.0071705585652063	5.066390217102296e-06	0.0	4.4891483643727526e-05		0.0	0.0		False					0.0	0.0	0.0	0.0	1	7	0.9199284360905892	0.0	54
GCA_001435375.1_ASM143537v1_genomic.fna	0.0120439950164648	0.0074488665711353	0.0030803974808716	1475258.0	31.0	18.0	0	0.1756116052329779	0.000144888490984	0.0003335009876238	0.0105784975428017	0.0	1.0	1.0		False					0.0	0.0	0.0	0.0	84	182	0.9547748597080224	0.0	415
GCA_002299975.1_ASM229997v1_genomic.fna	0.0136514643068639	0.0049097224263856	0.0035941419141153	1190495.0	150.0	5.0	0	0.2407767952524815	0.0002235080553623	0.0007744677634093	0.0119818816415783	0.0	0.9978308026030368	1.0		False					2.0	0.0	0.0	4.0	73	76	0.9790459069030776	4.0	170
GCA_002418005.1_ASM241800v1_genomic.fna	9.555642999217388e-05	9.555642999217388e-05		2040679.0	99.0	1.0	0	0.0098225940561131	6.9096515719026126e-06	0.0	8.437276810091543e-05		0.0	0.0		False					0.0	0.0	0.0	0.0	1	1	0.9951219512195122	0.0	4
GCA_002418055.1_ASM241805v1_genomic.fna	0.0001326141075802	0.0001326141075802		1093398.0	56.0	1.0	0	0.0115744813867385	1.1126238829586727e-05	0.0	0.00011709140126		0.0	0.0		False					0.0	0.0	0.0	0.0	1	1	1.0	0.0	2
GCA_003666485.1_ASM366648v1_genomic.fna	0.0001482044019613	0.0001482044019613		3097074.0	5.0	1.0	0	0.0121749863129438	6.919311549708454e-06	0.0	0.0001308559245484		0.0	0.0		False					0.0	0.0	0.0	0.0	2	4	0.954727680737506	0.0	18
GCA_009809575.1_ASM980957v1_genomic.fna	0.0004790363250606	0.0004460518323393		1970623.0	6.0	1.0	0	0.0233475402380084	1.663687448130043e-05	0.0	0.0004228996277619		0.0	0.0		False					0.0	0.0	0.0	0.0	4	7	0.9426439562002944	0.0	21
GCA_900112995.1_IMG-taxon_2597490368_annotated_assembly_genomic.fna	0.9482981679950166	0.0110853782115102	0.0206170475006545	2817405.0	50.0	10.0	0	14.558284517424314	0.0086887588827528	0.0076382344746317	0.5671427501429667	0.0177907234157103	0.9744888475836432	0.9881970260223047		False	15187.0	128.26990188977416	0.2126241841082712	0.9285832683642776	549.0	254.0	242.0	1217.0	12134	18833	0.9213758919612312	1459.0	43667
GCA_900557215.1_UMGS2022_genomic.fna	0.0331377249315398	0.0314431584177131		1195586.0	44.0	27.0	0	0.1893414894064344	0.0001738039990071	0.0	0.0288366644753511		0.0	0.0		False					0.0	0.0	0.0	0.0	181	220	0.9740667701831942	0.0	476
GCF_000014425.1_ASM1442v1_genomic.fna	0.002684811757005	0.0024884393673852		1894360.0	1.0	1.0	0	0.0555658688773865	4.0373824774748526e-05	0.0	0.0023678809180811		0.0	0.0		False					0.0	0.0	0.0	0.0	24	28	0.9821428571428572	0.0	78
