genome	coverage	breadth	nucl_diversity	length	true_scaffolds	detected_scaffolds	coverage_median	coverage_std	coverage_SEM	breadth_minCov	breadth_expected	nucl_diversity_rarefied	conANI_reference	popANI_reference	iRep	iRep_GC_corrected	linked_SNV_count	SNV_distance_mean	r2_mean	d_prime_mean	consensus_divergent_sites	population_divergent_sites	SNS_count	SNV_count	filtered_read_pair_count	reads_unfiltered_pairs	reads_mean_PID	divergent_site_count	reads_unfiltered_reads
GCA_001311765.1_ASM131176v1_genomic.fna	0.0001426506062157	0.0001426506062157		2025929.0	114.0	1.0	0	0.0120105565156542	8.486112410841743e-06	0.0	0.0001259525525996		0.0	0.0		False					0.0	0.0	0.0	0.0	1	5	0.9277550610669284	0.0	34
GCA_001435375.1_ASM143537v1_genomic.fna	0.9947392252744944	0.1449895543694729	0.0015679052302777	1475258.0	31.0	24.0	0	7.147817512340652	0.0058973123776094	0.050785015231234	0.5845340991970736	0.0005992757184564	0.9688338383096862	0.9696346818648977		False	198.0	114.3939393939394	0.702107465232524	0.9969035594035592	2335.0	2275.0	2271.0	183.0	5506	14085	0.9495841419792898	2454.0	32373
GCA_002299975.1_ASM229997v1_genomic.fna	0.0049777613513706	0.0019210496474155	0.0025285218975373	1190495.0	150.0	3.0	0	0.1369078673355066	0.0001270887053707	0.0003763140542379	0.0043857178010677	0.0	0.9977678571428572	0.9977678571428572		False					1.0	1.0	1.0	2.0	22	34	0.9621339849961238	3.0	126
GCA_003666485.1_ASM366648v1_genomic.fna	0.0004384783831448	0.0002944714914787		3097074.0	5.0	2.0	0	0.0269543025962544	1.5318720898299173e-05	0.0	0.0003871014692021		0.0	0.0		False					0.0	0.0	0.0	0.0	5	6	0.948484096832426	0.0	15
GCA_004556255.1_ASM455625v1_genomic.fna	0.0102627802447741	0.0013795624390772	0.0006789741364787	1477280.0	211.0	1.0	0	0.3267518203292619	0.0002727596415584	0.0010025181414491	0.0090210984666534	0.0	0.9642133693450372	0.9642133693450372		False					53.0	53.0	53.0	0.0	56	61	0.96421920239098	53.0	127
GCA_009809575.1_ASM980957v1_genomic.fna	0.0002593088581631	0.0002593088581631		1970623.0	6.0	1.0	0	0.0161058851363099	1.147665178821796e-05	0.0	0.0002289435101918		0.0	0.0		False					0.0	0.0	0.0	0.0	2	3	0.9674194927329725	0.0	11
GCA_900112995.1_IMG-taxon_2597490368_annotated_assembly_genomic.fna	0.507672485851342	0.0096769899961134	0.0216338622686015	2817405.0	50.0	7.0	0	7.911385498804733	0.0047217184789422	0.0066397979701178	0.3612708660519564	0.0209498445122164	0.9731651253541456	0.9888277115518256		False	14714.0	129.9483485116216	0.223595813061092	0.9339432882136426	502.0	209.0	195.0	1152.0	5256	7033	0.9495679567263776	1347.0	16988
GCA_900554745.1_UMGS1753_genomic.fna	0.0010994929731565	0.0009919255264466		1301509.0	201.0	2.0	0	0.0368135852068089	3.2779138818008025e-05	0.0	0.000970381170684		0.0	0.0		False					0.0	0.0	0.0	0.0	5	5	0.9991379310344828	0.0	12
GCA_900557215.1_UMGS2022_genomic.fna	0.1114056203401511	0.0902101563584718	0.0021333332856495	1195586.0	44.0	33.0	0	0.3918091531346958	0.0003596570296128	0.0001254614891776	0.0936875481128035	0.0	0.9933333333333332	0.9933333333333332		False					1.0	1.0	1.0	0.0	491	580	0.9775823398223696	1.0	1237
GCF_000014425.1_ASM1442v1_genomic.fna	0.0107381912624844	0.0049826854452163	0.0	1894360.0	1.0	1.0	0	0.1834610285179257	0.0001333016754353	0.0004513397664646	0.0094370121431741	0.0	0.99766081871345	0.99766081871345		False					2.0	2.0	2.0	0.0	76	83	0.9875982199199136	2.0	273
GCF_000014445.1_ASM1444v1_genomic.fna	0.0009032823111308	0.0007096185836243		2075763.0	2.0	1.0	0	0.0359171585929595	2.493188081161362e-05	0.0	0.00079728028377		0.0	0.0		False					0.0	0.0	0.0	0.0	7	10	0.9788394101415944	0.0	43
GCF_000016825.1_ASM1682v1_genomic.fna	0.071844222246449	0.0438453744665231	0.0039451297377633	1999618.0	1.0	1.0	0	0.4738583322294801	0.0003351172869457	0.001842851984729	0.0614681141911739	0.0	0.9956580732700132	0.99674355495251		False					16.0	12.0	12.0	18.0	547	594	0.9845104823921896	30.0	1258
GCF_000092505.1_ASM9250v1_genomic.fna	0.0021286647980979	0.0016438392663004		2101787.0	6.0	5.0	0	0.0584826520620508	4.03512344417769e-05	0.0	0.0018778456541715		0.0	0.0		False					0.0	0.0	0.0	0.0	16	16	0.9872029646598612	0.0	82
GCF_000146325.1_ASM14632v1_genomic.fna	0.000841557174159	0.0005697882518617		1942827.0	4.0	1.0	0	0.0416669684189541	2.9899531507946924e-05	0.0	0.0007428189580798		0.0	0.0		False					0.0	0.0	0.0	0.0	6	7	0.9750179594960792	0.0	27
GCF_000159215.1_ASM15921v1_genomic.fna	0.0297985275883031	0.0023052964507325	0.0004172688907397	1867005.0	74.0	4.0	0	0.855984776612533	0.0006289579806051	0.0014858021269359	0.0259689527885074	0.0	0.9632299927901944	0.9632299927901944		False					102.0	102.0	102.0	1.0	203	274	0.9706366272702924	103.0	563
GCF_000159315.1_ASM15931v1_genomic.fna	0.0006762122850866	0.0002374093131336	0.0047524754363711	2721039.0	113.0	1.0	0	0.0495225055692173	3.014715872242552e-05	3.711817434443238e-05	0.000596917221719	0.0	1.0	1.0		False					0.0	0.0	0.0	1.0	7	7	0.9980026869682044	1.0	14
GCF_000159355.1_ASM15935v1_genomic.fna	0.0895226562890515	0.0350345605361193	0.0007963377370962	1780499.0	32.0	7.0	0	1.064847052805157	0.0007994631125533	0.0031311446959531	0.0760048954894397	0.0	0.9964125560538116	0.996591928251121		False					20.0	19.0	19.0	2.0	607	628	0.9767686275233246	21.0	1418
GCF_000159435.1_ASM15943v1_genomic.fna	0.5785737418847599	0.3092793389768032	0.0028784681326125	1877332.0	112.0	15.0	0	1.2492063926107688	0.0009172132467335	0.0168606298726063	0.4000329932837874	0.0	0.9968723343758884	0.99835718573279		False					99.0	52.0	52.0	109.0	4062	4109	0.9906356597083684	161.0	8534
GCF_000160575.1_ASM16057v1_genomic.fna	0.249730964643881	0.1547674176090268	0.0035670461247161	1980223.0	13.0	11.0	0	0.8774450187381384	0.0006239478182422	0.0047509800663864	0.1978923408479228	0.0	0.993516156462585	0.9947916666666666		False	1.0	2.0	1.0	1.0	61.0	49.0	49.0	44.0	1817	1955	0.9917660005990276	93.0	4049
GCF_000160835.1_ASM16083v1_genomic.fna	0.0365435521187235	0.0058869354065489	0.0015197400382756	2302896.0	20.0	8.0	0	1.5363439265015506	0.0010132786219449	0.0005675462548026	0.0317529008083216	0.0006988914538794	0.9977046671767404	0.9977046671767404		False					3.0	3.0	3.0	1.0	317	350	0.9769471437572655	4.0	803
GCF_000160855.1_ASM16085v1_genomic.fna	0.0022483621055715	0.0013011102741684	0.0	2020582.0	49.0	5.0	0	0.0788135802659289	5.5580016351248175e-05	0.0001044253586342	0.0019833343272603	0.0	0.985781990521327	0.985781990521327		False					3.0	3.0	3.0	0.0	18	25	0.9569102233425968	3.0	89
GCF_000160875.1_ASM16087v1_genomic.fna	0.0010049708488011	0.0003122923432022	0.0032989689984272	1277649.0	12.0	1.0	0	0.0625079401108363	5.535257917869533e-05	7.592069496394611e-05	0.0008869956460805	0.0	0.9896907216494836	0.9896907216494836		False					1.0	1.0	1.0	0.0	5	6	0.9724951843838092	1.0	28
GCF_000161935.1_ASM16193v1_genomic.fna	0.0172774938884443	0.0050810364178605	0.0014877243840021	1725829.0	12.0	5.0	0	0.3169377786820249	0.0002414223302588	0.0013952714898173	0.0151402434692252	0.0	0.9833887043189364	0.9838039867109633		False					40.0	39.0	38.0	2.0	111	120	0.974288270489076	40.0	274
GCF_000165675.1_ASM16567v1_genomic.fna	0.0006516283692633	0.0004838401655672		1638971.0	30.0	1.0	0	0.0325965511594463	2.5506798753108343e-05	0.0	0.000575222346215		0.0	0.0		False					0.0	0.0	0.0	0.0	4	4	0.9972637163199776	0.0	21
GCF_000166715.1_ASM16671v1_genomic.fna	0.0833247755432153	0.0004128175770367	0.0018607525343306	1957281.0	43.0	1.0	0	4.74731429954304	0.0034007378321902	0.0004092411871366	0.0709342585091619	0.001858888980415	1.0	1.0		False	3.0	44.0	1.000000000000001	1.0	0.0	0.0	0.0	4.0	604	607	0.9983500376156116	4.0	1575
GCF_000166735.1_ASM16673v1_genomic.fna	0.0004399309338893	0.0004399309338893		2298088.0	893.0	4.0	0	0.0215544887079281	1.4791694649735704e-05	0.0	0.0003883835741901		0.0	0.0		False					0.0	0.0	0.0	0.0	4	4	0.9965596330275228	0.0	12
GCF_000178475.1_ASM17847v1_genomic.fna	0.0036837862780908	0.0024474203760888		1540806.0	73.0	9.0	0	0.0867625829537403	7.023054467834373e-05	0.0	0.0032474987154137		0.0	0.0		False					0.0	0.0	0.0	0.0	21	24	0.9848204532668462	0.0	88
GCF_000193635.1_ASM19363v1_genomic.fna	0.3405783877089915	0.2420209702324172	0.0083506888474422	2317857.0	72.0	52.0	0	0.7285308518760404	0.000479951321522	0.0024104161732151	0.25972290957188	0.0	0.9788795417934488	0.983891175944156		False					118.0	90.0	89.0	58.0	2902	3243	0.9762947255407196	147.0	6709
GCF_000237995.1_ASM23799v2_genomic.fna	0.0016505010882896	0.000712050224556	0.0	1978793.0	9.0	2.0	0	0.0732877110804356	5.212291574610596e-05	6.872876546460302e-05	0.0014563309802944	0.0	1.0	1.0		False					0.0	0.0	0.0	0.0	12	15	0.9733828821597168	0.0	34
GCF_000255495.1_ASM25549v2_genomic.fna	0.0003775551007284	0.0003775551007284		2195706.0	220.0	1.0	0	0.0196246591364415	1.3378602724830096e-05	0.0	0.0003333255886213		0.0	0.0		False					0.0	0.0	0.0	0.0	3	19	0.9408343680385758	0.0	75
GCF_000260415.1_ASM26041v1_genomic.fna	0.00079081210523	0.0004711702247557		2652969.0	122.0	2.0	0	0.0408270610684148	2.517931944444109e-05	0.0	0.0006980433432269		0.0	0.0		False					0.0	0.0	0.0	0.0	8	28	0.9706155975672984	0.0	83
GCF_000260435.1_ASM26043v1_genomic.fna	0.0001630054212966	0.0001630054212966		3110326.0	113.0	2.0	0	0.0128122288392843	7.290899617747431e-06	0.0	0.0001439234290343		0.0	0.0		False					0.0	0.0	0.0	0.0	2	2	0.9896551724137932	0.0	7
GCF_000277645.1_ASM27764v1_genomic.fna	0.000744965123139	0.0005656645112033		1728940.0	17.0	2.0	0	0.0332443025095657	2.5307825763028208e-05	0.0	0.000657587897978		0.0	0.0		False					0.0	0.0	0.0	0.0	6	7	0.991180517586776	0.0	78
GCF_000296835.1_ASM29683v1_genomic.fna	0.0002992529050092	0.0001706312058024		1928135.0	36.0	1.0	0	0.023632433728305	1.7051093149378473e-05	0.0	0.0002642054067258		0.0	0.0		False					0.0	0.0	0.0	0.0	2	4	0.9394140828745292	0.0	14
GCF_000296855.1_ASM29685v1_genomic.fna	0.0082773707932099	0.0041049573937489	0.0017878311579344	1927182.0	96.0	16.0	0	0.2183601244492641	0.0001580834154166	0.0003165243344946	0.0072822732215959	0.0	0.9885245901639343	0.9901639344262296		False					7.0	6.0	6.0	2.0	64	83	0.975283801943968	8.0	233
GCF_000297025.1_ASM29702v1_genomic.fna	0.4259010453459068	0.0058428737723037	0.0052632437195887	1905398.0	30.0	7.0	0	12.42961353497461	0.0090188206756768	0.0018053970876425	0.3134461551898153	0.0040775503873716	0.9950581395348838	0.9968023255813954		False	134.0	125.14925373134328	0.3625488235772731	0.9883994420233564	17.0	11.0	11.0	44.0	3249	3277	0.9720537454247098	55.0	6960
GCF_000297375.1_ASM29737v1_genomic.fna	0.0017614372690851	0.0010086692784529		2008587.0	106.0	4.0	0	0.0613941621671599	4.354977985174431e-05	0.0	0.0015541401800273		0.0	0.0		False					0.0	0.0	0.0	0.0	13	14	0.9792251022824078	0.0	40
GCF_000420365.1_ASM42036v1_genomic.fna	0.0002120164754469	0.0002120164754469		1358385.0	6.0	1.0	0	0.0145656756216221	1.2502914705282451e-05	0.0	0.0001871930250185		0.0	0.0		False					0.0	0.0	0.0	0.0	1	1	0.993103448275862	0.0	5
GCF_000423265.1_ASM42326v1_genomic.fna	0.1341680066807961	0.1076354363467621	0.0059515924619541	1720753.0	47.0	42.0	0	0.4359448464820236	0.0003332436438821	0.0004846715362402	0.1117218471968273	0.0	0.9880095923261388	0.989208633093525		False					10.0	9.0	9.0	6.0	855	899	0.9836206568420798	15.0	1845
GCF_000428925.1_ASM42892v1_genomic.fna	9.537804292640796e-05	9.537804292640796e-05		2862294.0	39.0	1.0	0	0.0097790347096869	5.788039635722209e-06	0.0	8.421526559942993e-05		0.0	0.0		False					0.0	0.0	0.0	0.0	1	1	0.996551724137931	0.0	6
