genome	coverage	breadth	nucl_diversity	length	true_scaffolds	detected_scaffolds	coverage_median	coverage_std	coverage_SEM	breadth_minCov	breadth_expected	nucl_diversity_rarefied	conANI_reference	popANI_reference	iRep	iRep_GC_corrected	linked_SNV_count	SNV_distance_mean	r2_mean	d_prime_mean	consensus_divergent_sites	population_divergent_sites	SNS_count	SNV_count	filtered_read_pair_count	reads_unfiltered_pairs	reads_mean_PID	reads_unfiltered_reads	divergent_site_count
GCA_001311425.1_ASM131142v1_genomic.fna	0.0007307053416587	0.0001980447401676	0.0	3009421.0	108.0	2.0	0	0.0574928246527451	3.3261086467544746e-05	9.23765734338931e-05	0.0006450047116549	0.0	0.9568345323741008	0.9568345323741008		False					12.0	12.0	12.0	0.0	8	8	0.9779212843336862	16	12.0
GCA_001311745.1_ASM131174v1_genomic.fna	0.0019284703373284	0.0003101539858584	0.0004771276948533	2501983.0	141.0	2.0	0	0.1277868522599981	8.124664941154711e-05	0.0001654687501873	0.0017013902995995	0.0	1.0	1.0		False					0.0	0.0	0.0	0.0	17	24	0.9575708508179772	77	0.0
GCA_001311765.1_ASM131176v1_genomic.fna	0.0053461893284512	0.0009008213022272	0.0042330614451704	2025929.0	114.0	2.0	0	0.2607964896283817	0.0001842669258876	0.0003578605173231	0.0047095602553874	0.0	0.9944827586206896	1.0		False	1.0	10.0	0.999999999999999	1.0000000000000002	4.0	0.0	0.0	11.0	38	40	0.9633231927245696	93	11.0
GCA_001435375.1_ASM143537v1_genomic.fna	1.0398452338506214	0.0869529262000273	0.003070258643575	1475258.0	31.0	24.0	0	12.994114005415389	0.0107208038296869	0.0309837330148353	0.6007563279038836	0.0024269392111715	0.9712310485899932	0.9735063116672864		False	354.0	92.57062146892656	0.6507276226831182	0.9894033996183318	1315.0	1211.0	1206.0	282.0	5514	11237	0.9500333315758892	25916	1488.0
GCA_002299975.1_ASM229997v1_genomic.fna	0.372219958924649	0.058143881326675	0.0018993803996467	1190495.0	150.0	76.0	0	4.778848953970232	0.0044361053790595	0.0133793086069239	0.2801196229277147	0.0021164212074106	0.9852461074836766	0.986690105474636		False	93.0	141.51612903225808	0.2802426190213984	1.0	235.0	212.0	221.0	57.0	1577	2740	0.9387470110474834	7287	278.0
GCA_002418005.1_ASM241800v1_genomic.fna	0.0015411537042327	0.0011015941262687		2040679.0	99.0	2.0	0	0.0521135093526614	3.665897111892541e-05	0.0	0.0013599131997014		0.0	0.0		False					0.0	0.0	0.0	0.0	11	11	0.9932799348357316	30	0.0
GCA_003666485.1_ASM366648v1_genomic.fna	0.0018927542577283	0.0005372813177857	0.0	3097074.0	5.0	3.0	0	0.1208441193349321	6.867836144830633e-05	0.0001911481611353	0.0016699061621063	0.0	0.966216216216216	0.966216216216216		False					20.0	20.0	20.0	0.0	21	26	0.9546211087387788	71	20.0
GCA_009809575.1_ASM980957v1_genomic.fna	0.0016984476482817	0.0005084686416427	0.0026552287094733	1970623.0	6.0	1.0	0	0.0860220179268531	6.129714309464683e-05	0.0001380274156954	0.0014986052414708	0.0	1.0	1.0		False					0.0	0.0	0.0	1.0	12	12	0.995263443493359	35	1.0
GCA_014651235.1_ASM1465123v1_genomic.fna	0.000875138957875	0.0003632766706633	0.0	1648881.0	58.0	1.0	0	0.0536790533755666	4.1951101656419216e-05	1.880062903265889e-05	0.0007724492071913	0.0	1.0	1.0		False					0.0	0.0	0.0	0.0	5	5	1.0	13	0.0
GCA_900112995.1_IMG-taxon_2597490368_annotated_assembly_genomic.fna	1.201475116286086	0.0111034799753673	0.017776539871493	2817405.0	50.0	8.0	0	18.458765891967445	0.0110166665527472	0.0098061868989371	0.6538567345674489	0.0204618790624965	0.9757130447372232	0.989829158824381		False	22479.0	137.8811779883447	0.2438987483596021	0.9340220707646344	671.0	281.0	269.0	1424.0	12097	16891	0.9531738868329362	39859	1693.0
