genome	coverage	breadth	nucl_diversity	length	true_scaffolds	detected_scaffolds	coverage_median	coverage_std	coverage_SEM	breadth_minCov	breadth_expected	nucl_diversity_rarefied	conANI_reference	popANI_reference	iRep	iRep_GC_corrected	linked_SNV_count	SNV_distance_mean	r2_mean	d_prime_mean	consensus_divergent_sites	population_divergent_sites	SNS_count	SNV_count	filtered_read_pair_count	reads_unfiltered_pairs	reads_mean_PID	reads_unfiltered_reads	divergent_site_count
GCA_000615245.1_ASM61524v1_genomic.fna	5.928766888041371e-05	3.168823681539345e-05		2934843.0	63.0	1.0	0	0.0107227154046267	6.27258695022473e-06	0.0	5.2349641331161934e-05		0.0	0.0		False					0.0	0.0	0.0	0.0	2	10	0.9263519764347437	29	0.0
GCA_001311425.1_ASM131142v1_genomic.fna	0.000164151177253	0.000164151177253		3009421.0	108.0	3.0	0	0.0128573149119405	7.4382893101789315e-06	0.0	0.0001449349854244		0.0	0.0		False					0.0	0.0	0.0	0.0	3	5	0.9782636663578248	13	0.0
GCA_001311745.1_ASM131174v1_genomic.fna	0.0164553476182691	0.0004652309787876	0.0018218838438696	2501983.0	141.0	5.0	0	1.288528074783991	0.0008192438181035	0.0001958446560188	0.0144250198717602	0.0019764705775255	1.0	1.0		False	3.0	4.0	1.0000000000000009	1.0	0.0	0.0	0.0	4.0	230	239	0.97149509660415	548	4.0
GCA_001311765.1_ASM131176v1_genomic.fna	0.3597046095889837	0.0031353517324644	0.0030766609476447	2025929.0	114.0	13.0	0	14.18761726941116	0.0100243244210456	0.0018238546365642	0.272120066040533	0.0025961637840721	0.9791610284167794	0.9818673883626522		False	67.0	96.19402985074628	0.4009474887115043	0.729254538321768	77.0	67.0	66.0	32.0	3970	5148	0.9598131250665504	13133	98.0
GCA_001435375.1_ASM143537v1_genomic.fna	0.0034753243161534	0.0022951917562893	0.0061146495448555	1475258.0	31.0	10.0	0	0.0875374562272574	7.222284609563366e-05	0.0001064220631238	0.0030640076890681	0.0	1.0	1.0		False					0.0	0.0	0.0	0.0	35	59	0.9493986494641852	167	0.0
GCA_002299975.1_ASM229997v1_genomic.fna	0.0369006169702518	0.0022184049492018	0.0035041088483335	1190495.0	150.0	9.0	0	1.2567229859597813	0.0011665896226689	0.0011432219370933	0.0320581296351896	5.876609942059359e-05	0.9933872152828802	0.9948567229977956		False	4.0	39.0	0.8157894736842115	1.0	9.0	7.0	6.0	8.0	236	279	0.9413588326175328	698	14.0
GCA_002418005.1_ASM241800v1_genomic.fna	0.0001097673862474	0.0001097673862474		2040679.0	99.0	2.0	0	0.010527609883825	7.405591208045317e-06	0.0	9.69199050190328e-05		0.0	0.0		False					0.0	0.0	0.0	0.0	2	2	0.9744271685761048	33	0.0
GCA_002418055.1_ASM241805v1_genomic.fna	0.0048527617573838	0.0001691973096713	0.0	1093398.0	56.0	1.0	0	0.4032971553464804	0.0003876787494616	0.0001637098293576	0.0042758211668181	0.0	1.0	1.0		False					0.0	0.0	0.0	0.0	42	44	0.9981891286418416	97	0.0
GCA_003666485.1_ASM366648v1_genomic.fna	0.0078690402618729	0.0029866900177393	0.0022566542830517	3097074.0	5.0	4.0	0	0.2674696411793739	0.0001520088589702	0.0002702550859294	0.0069242784940334	0.0	0.9844683393070488	0.985663082437276		False					13.0	12.0	12.0	2.0	155	170	0.9837088680522328	412	14.0
GCA_004556255.1_ASM455625v1_genomic.fna	0.0088967562005848	0.0016733456081446	0.0020157005937196	1477280.0	211.0	8.0	0	0.2982369533785412	0.0002489565457387	0.0005476280732156	0.0078250592919127	0.0	0.9826946847960444	0.9851668726823238		False					14.0	12.0	12.0	2.0	89	116	0.9619761392858552	321	14.0
