genome	coverage	breadth	nucl_diversity	length	true_scaffolds	detected_scaffolds	coverage_median	coverage_std	coverage_SEM	breadth_minCov	breadth_expected	nucl_diversity_rarefied	conANI_reference	popANI_reference	iRep	iRep_GC_corrected	linked_SNV_count	SNV_distance_mean	r2_mean	d_prime_mean	consensus_divergent_sites	population_divergent_sites	SNS_count	SNV_count	filtered_read_pair_count	reads_unfiltered_pairs	reads_mean_PID	reads_unfiltered_reads	divergent_site_count
GCA_000615245.1_ASM61524v1_genomic.fna	0.0001393600952418	0.0001393600952418		2934843.0	63.0	3.0	0	0.0118296827070715	6.920142013809137e-06	0.0	0.000123047393147		0.0	0.0		False					0.0	0.0	0.0	0.0	4	14	0.962101537276788	32	0.0
GCA_001311425.1_ASM131142v1_genomic.fna	0.0001904020740202	0.0001904020740202		3009421.0	108.0	4.0	0	0.0138470855417436	8.010897226032051e-06	0.0	0.0001681108991388		0.0	0.0		False					0.0	0.0	0.0	0.0	4	9	0.9736987925965016	25	0.0
GCA_001311745.1_ASM131174v1_genomic.fna	0.0232191825444057	0.0010991281715343	0.0054680972650486	2501983.0	141.0	8.0	0	1.7683924821340211	0.0011243407398879	0.0004460461961572	0.0202937902059197	0.0020683555014813	0.9946236559139784	0.9973118279569892		False	17.0	5.647058823529412	0.8458864560554171	1.0	6.0	3.0	3.0	13.0	359	402	0.9675932399843512	990	16.0
GCA_001311765.1_ASM131176v1_genomic.fna	0.2911360664662977	0.0029927011262487	0.0054637167308138	2025929.0	114.0	11.0	0	12.512067336126185	0.008840457123531	0.0018909843336069	0.2266883534904596	0.0042472845013504	0.9835552075176194	0.9864265204907334		False	128.0	106.1953125	0.5511567639590387	0.9977040816326532	63.0	52.0	50.0	52.0	3313	3750	0.9623990560245558	8476	102.0
GCA_001435375.1_ASM143537v1_genomic.fna	0.2035162663073171	0.0280723778484847	0.0009103064651115	1475258.0	31.0	26.0	0	2.4610893776783533	0.0020305236982236	0.0093509067566486	0.1644832331870968	0.0013424524771377	0.9833272924972816	0.9837622326930048		False	9.0	39.66666666666666	0.8133333333333322	1.0	230.0	224.0	224.0	22.0	1745	2782	0.9574166766711568	6200	246.0
GCA_002299975.1_ASM229997v1_genomic.fna	0.3070630284041512	0.1062717609061776	0.0042130749689944	1190495.0	150.0	110.0	0	1.9105970280226916	0.0017735671988932	0.0113994598885337	0.237487711130949	0.0006551534415272	0.985483752118488	0.9879890943924544		False	83.0	60.62650602409639	0.204033682688623	1.0	197.0	163.0	162.0	94.0	2080	5683	0.9364537619587264	13663	256.0
GCA_002417825.1_ASM241782v1_genomic.fna	0.0002917198775615	0.0001269716013847		952969.0	93.0	1.0	0	0.0277190278644954	2.8676029390841592e-05	0.0	0.0002575554787784		0.0	0.0		False					0.0	0.0	0.0	0.0	3	57	0.9210709722509832	281	0.0
GCA_002418005.1_ASM241800v1_genomic.fna	0.0092003690928362	0.0005904897340542	0.0007804877874328	2040679.0	99.0	3.0	0	0.7346341102259363	0.0005167744595264	0.0002009135194707	0.0080910160024018	0.0	0.9634146341463414	0.9658536585365852		False					15.0	14.0	14.0	1.0	111	190	0.9681884267227332	565	15.0
GCA_002418055.1_ASM241805v1_genomic.fna	0.0059145891980779	0.0003932694224792	0.0004155307673336	1093398.0	56.0	4.0	0	0.4711613055676308	0.0004529147387123	0.0001627952493053	0.0052089682895029	0.0	1.0	1.0		False					0.0	0.0	0.0	0.0	58	60	0.9901379143932226	128	0.0
GCA_003666485.1_ASM366648v1_genomic.fna	0.0676009033042155	0.0039714905100749	0.0039351745995123	3097074.0	5.0	4.0	0	4.641874366906628	0.0026380789344367	0.0005191997349755	0.0579449791987826	0.0018756569949654	0.9863184079601972	0.9881840796019886		False	13.0	68.92307692307692	0.1741699578074242	1.0	22.0	19.0	18.0	12.0	1201	1382	0.9815955298551384	2975	30.0
GCA_004556255.1_ASM455625v1_genomic.fna	1.6747332936207082	0.0029838622332936	0.0030911338080193	1477280.0	211.0	17.0	0	66.40867077743704	0.0554353613680693	0.0017491606195169	0.772086588952209	0.0016756904079923	0.9887770897832816	0.9895510835913311		False	17.0	50.294117647058826	0.2872761787341808	0.8802338372010503	29.0	27.0	26.0	13.0	13489	13679	0.9655970410743344	29147	39.0
GCA_009809575.1_ASM980957v1_genomic.fna	0.0026189687220741	0.0009129092677797	0.0027547363312014	1970623.0	6.0	4.0	0	0.1232045974396201	8.779252127747687e-05	0.0001101174603158	0.0023098774992871	0.0	0.995391705069123	0.995391705069123		False					1.0	1.0	1.0	0.0	39	66	0.955742047275963	174	1.0
GCA_014651235.1_ASM1465123v1_genomic.fna	0.0043362741155971	0.0016338353101285	0.0	1648881.0	58.0	4.0	0	0.144038416385549	0.0001125684949386	0.0002583570312229	0.0038216090382847	0.0	0.9953051643192488	0.9953051643192488		False					2.0	2.0	2.0	0.0	38	47	0.9595704449156818	119	2.0
GCA_900112995.1_IMG-taxon_2597490368_annotated_assembly_genomic.fna	0.0395984957789171	0.0071477121677572	0.0138567730904724	2817405.0	50.0	7.0	0	1.1058451730371004	0.000659996860116	0.0015386499278591	0.0343612425236165	0.0001950960507301	0.9797001153402536	0.9859284890426758		False	14.0	13.5	0.1649650677445493	0.9212406015037594	88.0	61.0	60.0	85.0	661	1093	0.9356024067677992	2959	145.0
GCA_900554745.1_UMGS1753_genomic.fna	0.000184401337217	0.000184401337217		1301509.0	201.0	1.0	0	0.0137928353260598	1.2281261423112334e-05	0.0	0.000162813125267		0.0	0.0		False					0.0	0.0	0.0	0.0	2	3	0.9396815420071234	7	0.0
GCA_900557215.1_UMGS2022_genomic.fna	1.280482541615576	0.2307981190813542	0.0072648935900136	1195586.0	44.0	43.0	0	10.31727649953072	0.0094706338272815	0.0443573277037368	0.6771818392970752	0.0035792547615638	0.9854995945920464	0.9897988045179416		False	1560.0	72.0923076923077	0.4270464731565049	0.9738789755040104	769.0	541.0	530.0	805.0	8344	13354	0.968201992414665	31236	1335.0
GCF_000014425.1_ASM1442v1_genomic.fna	0.5149644207014507	0.0482099495344074	0.0021361208340024	1894360.0	1.0	1.0	0	3.916060469278663	0.0028453858886443	0.0247059692983382	0.365370289646507	0.0013252949222511	0.98677406948421	0.9876714670313236		False	42.0	25.642857142857142	0.8297434868559842	1.0	619.0	577.0	560.0	171.0	5956	8079	0.9713240939498796	18061	731.0
GCF_000014445.1_ASM1444v1_genomic.fna	0.0008541437534053	0.000674450792311		2075763.0	2.0	2.0	0	0.0367013105393232	2.547619956150401e-05	0.0	0.000753924590188		0.0	0.0		False					0.0	0.0	0.0	0.0	13	23	0.9471614385660776	67	0.0
GCF_000016825.1_ASM1682v1_genomic.fna	4.5759144996694365	0.4372120074934312	0.0041395931551327	1999618.0	1.0	1.0	0	12.9222507804624	0.0091387432239646	0.2437105487148045	0.9824118958003688	0.0054134862841739	0.9882317453542584	0.9907392967364896		False	2668.0	74.33058470764618	0.2871740637773826	0.958210795791093	5735.0	4513.0	4487.0	3902.0	48660	53388	0.9823743461811926	112971	8389.0
GCF_000092505.1_ASM9250v1_genomic.fna	0.0010714691831284	0.0005095663832729	0.0	2101787.0	6.0	3.0	0	0.0527345250014614	3.638520324372403e-05	9.51571210593652e-07	0.0009456598703145	0.0	1.0	1.0		False					0.0	0.0	0.0	0.0	13	35	0.9460204282054876	84	0.0
GCF_000146325.1_ASM14632v1_genomic.fna	0.0053530242270669	0.0019801042501467	0.0097886159064921	1942827.0	4.0	2.0	0	0.1567230767286432	0.0001124619032408	0.0004354479323171	0.0047155670295281	0.0	0.9952718676122926	1.0		False					4.0	0.0	0.0	10.0	66	110	0.9470667180946676	295	10.0
GCF_000159215.1_ASM15921v1_genomic.fna	0.0527711495148647	0.0060165880648417	0.0092858448204328	1867005.0	74.0	20.0	0	0.7094646660842855	0.0005212983640398	0.0027536080513978	0.0455279561370415	0.0004532600616005	0.9863839719898853	0.9908578097646372		False	36.0	40.388888888888886	0.4707940635633138	0.946451095057906	70.0	47.0	47.0	91.0	632	869	0.9609051360191986	2934	138.0
GCF_000159315.1_ASM15931v1_genomic.fna	0.2370612843108827	0.0005784555090904	0.0031310835515312	2721039.0	113.0	5.0	0	16.83445513312333	0.0102480879161995	0.0004112399712021	0.1888685174677232	0.0023025098098336	0.9991063449508488	0.9991063449508488		False	15.0	6.066666666666666	0.8867726598280501	1.0	1.0	1.0	1.0	8.0	3407	3460	0.981653995103204	7231	9.0
GCF_000159355.1_ASM15935v1_genomic.fna	24.768262717361814	0.8055966333033605	0.0033312985412289	1780499.0	32.0	17.0	18	31.08801486533217	0.0233401792885368	0.6932983393981126	0.9999999996824468	0.0030182678706892	0.9936731266662724	0.99600783203731		False	11236.0	44.63029547881808	0.6163015029487894	0.9871214228080212	7810.0	4928.0	4874.0	9595.0	237593	246360	0.9772169015194748	511791	14469.0
GCF_000159435.1_ASM15943v1_genomic.fna	18.847263030726584	0.868905979336633	0.0027388900271329	1877332.0	112.0	79.0	20	11.7519954453439	0.0086287469883128	0.831492778048848	0.9999999407875052	0.001793831078254	0.9968635248957712	0.998540027213534		False	3339.0	29.748128182090447	0.6241316693913576	0.986342798618283	4896.0	2279.0	2257.0	9537.0	186817	192959	0.9737668224386978	399115	11794.0
GCF_000160575.1_ASM16057v1_genomic.fna	0.0181232113756884	0.0072214089019266	0.0050034025837864	1980223.0	13.0	9.0	0	0.4348901520334	0.0003092487343839	0.0007519355143334	0.0158754312112279	0.0	0.9919408999328406	0.9939556749496304		False					12.0	9.0	9.0	11.0	232	257	0.9774417528138484	551	20.0
GCF_000160835.1_ASM16083v1_genomic.fna	0.2664866324836206	0.0360011915431699	0.0046602550042027	2302896.0	20.0	13.0	0	5.480438923595752	0.0036145627970162	0.0135299205869478	0.2096723688206371	0.001385068248414	0.986873355157584	0.9896976699403042		False	219.0	32.7351598173516	0.5338821709970228	0.9920406470886056	409.0	321.0	318.0	281.0	3590	4896	0.9558715182440894	10923	599.0
GCF_000160855.1_ASM16085v1_genomic.fna	9.941394113181252	0.107488832425509	0.0037723145748703	2020582.0	49.0	30.0	0	71.97988760926171	0.050760837368192	0.0706415280349918	0.999845952721888	0.0028614938930374	0.9827024527627736	0.9856309156000196		False	4504.0	79.95870337477797	0.5865428371510063	0.9784575235000318	2469.0	2051.0	2080.0	1326.0	115295	150108	0.9664432582023312	325868	3406.0
GCF_000160875.1_ASM16087v1_genomic.fna	0.008242482872839	0.0035009615316882	0.0044395915806032	1277649.0	12.0	4.0	0	0.211772849018667	0.0001875309500268	0.0003584709102421	0.0072516910548073	0.0	0.9781659388646288	0.9825327510917028		False					10.0	8.0	8.0	3.0	73	139	0.9704356942256752	384	11.0
GCF_000161935.1_ASM16193v1_genomic.fna	0.2294775438354553	0.047000600870654	0.0045580374825934	1725829.0	12.0	9.0	0	2.390330062402773	0.0018207960444247	0.0097066395338123	0.1834185946767516	0.0013354162718928	0.9891953199617955	0.9911055396370582		False	196.0	28.95408163265306	0.6522685755084834	0.9969736842105263	181.0	149.0	146.0	152.0	2272	2984	0.9689733608037618	6592	298.0
GCF_000165675.1_ASM16567v1_genomic.fna	0.0005851232267074	0.0005131268338487		1638971.0	30.0	3.0	0	0.0270436789351184	2.1161676668417817e-05	0.0	0.0005165303614204		0.0	0.0		False					0.0	0.0	0.0	0.0	6	14	0.9567598243184064	49	0.0
GCF_000166715.1_ASM16671v1_genomic.fna	0.0111133761580477	0.0050232950710704	0.0028470300629902	1957281.0	43.0	18.0	0	0.3628302435145896	0.0002599133863754	0.0003172768754205	0.0097651196825085	0.0	1.0	1.0		False					0.0	0.0	0.0	2.0	120	127	0.9865085910779434	298	2.0
GCF_000166735.1_ASM16673v1_genomic.fna	0.0041699882685084	0.0016161261013503	0.0052101890413737	2298088.0	893.0	16.0	0	0.1566743643219983	0.0001075172502533	0.0003093876300646	0.0036753290247866	0.0	0.9845288326300984	0.9873417721518988		False					11.0	9.0	9.0	5.0	56	78	0.9841177660872796	187	14.0
GCF_000178475.1_ASM17847v1_genomic.fna	3.7682284466701192	0.0286109996975608	0.007581075656465	1540806.0	73.0	29.0	0	64.25104417828284	0.0520084312289206	0.0195410713613524	0.9641117637558908	0.0064655229809805	0.97974027699359	0.9841243482015344		False	2282.0	84.33829973707275	0.4606876647275521	0.9619645177591208	610.0	478.0	474.0	558.0	31741	37315	0.9578490508301586	81513	1032.0
GCF_000193635.1_ASM19363v1_genomic.fna	0.0015268413884031	0.0012257011541264		2317857.0	72.0	12.0	0	0.0496048328100181	3.267933677721448e-05	0.0	0.0013472925313523		0.0	0.0		False					0.0	0.0	0.0	0.0	21	28	0.974602935584994	67	0.0
GCF_000237995.1_ASM23799v2_genomic.fna	0.0147499005707013	0.0027875578698731	0.003542198291972	1978793.0	9.0	7.0	0	0.4349648832908442	0.0003093511535569	0.0009263222580633	0.0129397148197446	0.0	0.9961811238406983	0.9967266775777414		False					7.0	6.0	6.0	12.0	204	235	0.9795364600545255	551	18.0
GCF_000241055.1_ASM24105v1_genomic.fna	0.0017196475156846	0.0004945072243651	0.0	1842238.0	2.0	1.0	0	0.0993850557722904	7.32310884526898e-05	0.0001693592250294	0.0015172964963264	0.0	0.9743589743589623	0.9743589743589623		False					8.0	8.0	8.0	0.0	17	30	0.958857958161334	70	8.0
GCF_000255495.1_ASM25549v2_genomic.fna	0.1660204052819457	0.0033292253152289	0.0115209502410463	2195706.0	220.0	6.0	0	4.656525223327317	0.0031744653809229	0.0021464622312823	0.1363571967837	0.0081619534223142	0.9891788669637174	0.9944833439422872		False	481.0	73.62577962577963	0.2846987774518076	0.9743243186423636	51.0	26.0	25.0	148.0	2033	2267	0.946729140226247	4942	173.0
GCF_000260415.1_ASM26041v1_genomic.fna	0.0342717913401928	0.0017045054050763	0.0078360005151921	2652969.0	122.0	7.0	0	1.393785795991768	0.0008595910867939	0.0009050237677108	0.0298086818757694	0.0091208821909316	0.9900041649312786	0.9962515618492296		False	113.0	61.849557522123895	0.5226575272226639	0.9945901523801468	24.0	9.0	7.0	55.0	559	620	0.9352823634532546	1347	62.0
GCF_000260435.1_ASM26043v1_genomic.fna	0.0289509845591748	0.0008092399317627	0.0046958960044176	3110326.0	113.0	6.0	0	1.891336643069792	0.0010762799963194	0.0004803355018091	0.0252397341190426	0.0065436240393192	0.99665327978581	0.997322623828648		False	32.0	25.59375	0.669369004842556	1.0	5.0	4.0	4.0	16.0	569	603	0.9787664384697912	1459	20.0
GCF_000277645.1_ASM27764v1_genomic.fna	0.0200781982023667	0.0031481717121473	0.0050478569199057	1728940.0	17.0	5.0	0	0.5505170032924525	0.0004190910125096	0.0012290767753652	0.0175728140846279	0.0	0.9962352941176472	0.9967058823529412		False	2.0	31.0	0.3815126050420168	1.0	8.0	7.0	7.0	17.0	243	258	0.9458136168346616	572	24.0
GCF_000296835.1_ASM29683v1_genomic.fna	0.1186825611277218	0.0077530878283937	0.0017317188156414	1928135.0	36.0	17.0	0	3.0685071666452566	0.002213965862743	0.0039234804616896	0.0994924241603744	0.0002263598647175	0.9804362194315928	0.9812293456708524		False					148.0	142.0	142.0	16.0	1393	2358	0.9635275066758724	5996	158.0
GCF_000296855.1_ASM29685v1_genomic.fna	19.980592907156662	0.0347170116781912	0.0101457989772837	1927182.0	96.0	44.0	0	469.8842157522244	0.3401761281453817	0.0272864732028422	0.9999999782328424	0.008794000285135	0.9717415281633894	0.9799186095158408		False	6385.0	83.73422083007048	0.443681670011091	0.9422975686869348	1486.0	1056.0	1024.0	1335.0	215354	265253	0.9582809165069016	578402	2359.0
GCF_000297025.1_ASM29702v1_genomic.fna	3.3990914234191494	0.0230917635055772	0.0042262915519096	1905398.0	30.0	21.0	0	47.96169034411094	0.0348005900021542	0.0176892176857538	0.9502824717454617	0.0029218810387648	0.9913662661326212	0.993710132027889		False	1032.0	117.0562015503876	0.4543619544451595	0.9543296341863016	291.0	212.0	207.0	342.0	36013	42454	0.9677523629378608	94764	549.0
GCF_000297375.1_ASM29737v1_genomic.fna	0.0280316461273522	0.0028736619324928	0.0089532669210264	2008587.0	106.0	9.0	0	1.0348677124352843	0.0007340805617564	0.0012660641535567	0.0244481260293025	0.0063138354594553	0.9964608729846638	0.9980338183248132		False	46.0	52.45652173913044	0.2359589296794541	0.9522256728778468	9.0	5.0	5.0	45.0	340	341	0.9772403495971532	723	50.0
GCF_000349725.1_ASM34972v1_genomic.fna	0.0097403701901978	0.0018978115846875	0.0044361566132694	2351656.0	54.0	14.0	0	0.4016364893146806	0.0002625100325326	0.0005349421854216	0.0085638662638631	0.0	0.9872813990461048	0.9888712241653418		False					16.0	14.0	14.0	4.0	159	238	0.9615073424960136	690	18.0
GCF_000372485.1_ASM37248v1_genomic.fna	7.71187069840183e-05	7.71187069840183e-05		1737581.0	28.0	1.0	0	0.0087955709566049	6.683325299644069e-06	0.0	6.809349979930435e-05		0.0	0.0		False					0.0	0.0	0.0	0.0	1	2	0.9402985074626866	9	0.0
GCF_000420365.1_ASM42036v1_genomic.fna	0.0010762780802202	0.000613964376815	0.0	1358385.0	6.0	2.0	0	0.0515488442185939	4.424860330297508e-05	5.153178222668831e-06	0.0009499021019258	0.0	1.0	1.0		False					0.0	0.0	0.0	0.0	8	8	0.9738024793134752	26	0.0
GCF_000423245.1_ASM42324v1_genomic.fna	0.0035172238611237	0.0011344021152413	0.0091993184212375	1385752.0	17.0	9.0	0	0.1340430257613286	0.000114007929132	0.0001962833176499	0.0031008909449761	0.0	0.9705882352941176	0.9742647058823528		False					8.0	7.0	7.0	2.0	41	120	0.9414579880676132	386	9.0
GCF_000423265.1_ASM42326v1_genomic.fna	6.97330645362815	0.8838636341183191	0.0041882889834921	1720753.0	47.0	46.0	7	7.316746399650756	0.0055930452011473	0.6971169017284875	0.99788231040563	0.0014076875481936	0.9912768451256536	0.9946572343664292		False	1307.0	89.92501912777352	0.2642283789414476	0.9459148814601908	10464.0	6409.0	6375.0	9288.0	66606	72148	0.9818594190571436	147778	15663.0
GCF_000425885.1_ASM42588v1_genomic.fna	9.825097317907907e-05	9.825097317907907e-05		3134829.0	101.0	2.0	0	0.0099437620303089	5.634399419723432e-06	0.0	8.675184615802856e-05		0.0	0.0		False					0.0	0.0	0.0	0.0	3	8	0.9571680161732994	24	0.0
GCF_000425905.1_ASM42590v1_genomic.fna	0.0503022973039539	0.0016339869281045	0.0006935055264168	1542852.0	23.0	4.0	0	3.0147376490766566	0.0024307255251203	0.0007466691555638	0.0434449407617646	0.0005526244239035	0.9991319444444444	0.9991319444444444		False					1.0	1.0	1.0	1.0	563	584	0.9669265531707724	1272	2.0
GCF_000428925.1_ASM42892v1_genomic.fna	0.0297558531723156	0.0013450749643467	0.0054078637927216	2862294.0	39.0	5.0	0	1.182484142729494	0.0006998916856232	0.000864341678388	0.0259322491370066	0.0058388279907869	0.997978981406629	0.9991915925626516		False	41.0	38.78048780487805	0.285514569393554	1.0	5.0	2.0	2.0	35.0	501	508	0.9826879000363712	1075	37.0
GCF_000463075.2_GC_Assembler_genomic.fna	0.0089819315867913	0.0007995002684036	0.0003198258602581	3414633.0	51.0	3.0	0	0.5126610541013724	0.0002778484600863	0.0003666572659492	0.0078996778302118	0.0	0.9736421725239616	0.9736421725239616		False					33.0	33.0	33.0	0.0	185	226	0.9417197841804028	493	33.0
GCF_000469325.1_ASM46932v1_genomic.fna	0.0005639297682783	0.0002011196680363	0.0371561443552057	3271684.0	62.0	3.0	0	0.0450179703338083	2.4935890084153545e-05	4.309707172208562e-05	0.0004978260288713	0.0	0.9787234042553192	1.0		False					3.0	0.0	0.0	9.0	14	43	0.9324376467708552	143	9.0
GCF_000498955.2_NMG01_genomic.fna	0.0026171815437162	0.0004693360983196	0.0	3279100.0	181.0	5.0	0	0.2426986083990592	0.000134772279746	0.0001070415662834	0.0023083030647227	0.0	0.9629629629629628	0.9629629629629628		False					13.0	13.0	13.0	0.0	52	69	0.9548570095111788	166	13.0
GCF_000583655.1_ASM58365v1_genomic.fna	0.032873270193294	0.0037659745447821	0.002398672262587	2844682.0	129.0	9.0	0	0.8964589661582203	0.0005339394921695	0.0023236340652487	0.0286098582127715	0.0035670990590007	0.9951588502269288	0.9960665658093796		False	14.0	84.21428571428571	0.253586545630652	1.0	32.0	26.0	26.0	28.0	543	555	0.966583353863316	1214	54.0
GCF_000612445.1_ASM61244v1_genomic.fna	0.0008754840828112	0.0003821331175788	0.0	2454642.0	15.0	4.0	0	0.0575757641189599	3.677149377074131e-05	7.170088346895383e-05	0.0007727537170633	0.0	1.0	1.0		False					0.0	0.0	0.0	0.0	19	115	0.9310911853070736	317	0.0
GCF_000614735.1_ASM61473v1_genomic.fna	487.619102614482	0.9281817452185614	0.0041936773659777	1918774.0	74.0	71.0	467	419.73906515566887	0.3041928474735504	0.9149436046141964	1.0	0.0038222889641263	0.9949104849137316	0.9976201461633544		False	99030.0	115.24095728567102	0.4647666003264736	0.954504004317428	8935.0	4178.0	4108.0	19067.0	5024075	5149182	0.988272454823782	10590528	23175.0
GCF_000615285.1_ASM61528v1_genomic.fna	22.402528047365145	0.1776550384337207	0.0047003291160375	1902496.0	35.0	30.0	0	123.75322036563128	0.0898866484787154	0.1280869972919785	0.9999999974353204	0.0043338915574355	0.9812791103268564	0.9846933541252026		False	10251.0	76.47878255779924	0.5865699396051877	0.9707221172712636	4562.0	3730.0	3684.0	2903.0	237854	267457	0.9784651342228632	571496	6587.0
GCF_000615445.1_ASM61544v1_genomic.fna	0.5237682268697443	0.0089691008944463	0.0075646585818818	1826493.0	81.0	27.0	0	14.299241213370808	0.0106276850634624	0.0051639946060565	0.3702846230662862	0.0067380124265439	0.9822943172179812	0.9857930449533504		False	1858.0	116.8735199138859	0.2864962762862011	0.9477888720469316	167.0	134.0	132.0	199.0	5827	10338	0.9519973422597522	24699	331.0
GCF_000615765.1_ASM61576v1_genomic.fna	1.381868397690086	0.0041637664919799	0.0057801904777215	2242681.0	158.0	9.0	0	50.65874325708831	0.0340684349698743	0.0023547709192702	0.704825861015772	0.0023561805389116	0.989206589661049	0.9920469608028782		False	269.0	19.11152416356877	0.1939606690697657	0.8098573681428988	57.0	42.0	42.0	64.0	16928	17342	0.9678787312618894	37156	106.0
